resid,model,race,first_gen,financial_status,high_school,age,grades,trouble,gender,job_status,alcohol,smoking,hobbies,major,sociability,homesickness,communication,honesty,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12
5fd4e1b1-5f11-4a98-8b1f-10e603939a5c,llama3.1:8b,asian,first_gen,family_pays,private,19,good,sometimes,female,part_time,drinks,smokes,games,engineering,reserved,often,excellent,always,29,,,,,,,,,,,
(I often find myself struggling to contribute during group discussions due to shyness or feeling overwhelmed, but I've had some positive experiences with them as well),32,34,22,45,,,,,,,,,,,,,,,,,,,,,,,,,
(I sometimes get nervous and tense when engaging in group discussions with new people),23,23,87,23,58,35,,,,,,,,,,,,,,,,,,,,,,,,
(This response suggests that you are somewhat relaxed when conversing with new people, but it's not a consistent or guaranteed feeling for you.),23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(I'm not too comfortable speaking up in conversations, but I don't struggle completely either),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5125daeb-6a49-4269-b67a-77b6b89269dd,llama3.1:8b,multiracial,non_first_gen,family_pays,private,19,modest,never,female,part_time,drinks,vapes,games,arts,reserved,never,empty,always,32,,,,,,,,,,,
(Note: I chose this option because it reflects that participating in group discussions is not a significant aspect of my life, but I'm not strongly opposed to it either.),43,32,8,24,21,29,32,22,23,21,23,,,,,,,,,,,,,,,,,,
31c4b532-8c2b-4b0b-8571-ed7bb11dcec8,llama3.1:8b,black,non_first_gen,pell_eligible,private,20,modest,never,female,full_time,abstains,vapes,games,arts,reserved,often,apprehensive,usually,32,,,,,,,,,,,
I struggle with communication apprehension and often find it difficult to contribute in group discussions, but I don't completely avoid them either. This number reflects my general discomfort, but not an absolute aversion.,8,32,21,44,14,68,22,23,68,4,58,,,,,,,,,,,,,,,,,
6630f1a3-6b90-48db-8d24-3772a4e980f2,llama3.1:8b,asian,first_gen,pell_eligible,public,21,low,never,male,unemployed,drinks,smokes,sports,science,reserved,often,excellent,usually,22,76,46,55,25,,,,,,,
( Engaging in a group discussion with new people makes me tense and nervous ),23,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This response reflects my mixed feelings about being nervous when speaking with new acquaintances. On one hand, I'm comfortable speaking in public (as indicated by me being well-known for this) but on the other hand, I struggle to make friends, which can sometimes make me feel anxious or nervous when meeting someone new.,73,,,,,,,,,,,,,,,,,,,,,,,,,,
(I consider myself to be someone who speaks up in conversations, but not always with confidence or ease, especially if I'm discussing topics outside my comfort zone or expertise.),22,25,31,,,,,,,,,,,,,,,,,,,,,,,,,
(This represents a moderate response - I feel somewhat relaxed when conversing with new acquaintances, but not extremely so.),32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4a48a06-4a8d-4975-a7e5-a7353569a6a2,llama3.1:8b,black,first_gen,family_pays,private,21,great,often,female,full_time,drinks,neither,games,arts,social,often,struggles,always,14,15,32,54,4,59,23,72,14,68,25,
( I'm a social person who makes friends easily, but sometimes has trouble articulating my thoughts, so it's hard for me to get into deep conversations right off the bat. But once I warm up, I can relax and be myself.),32,,,,,,,,,,,,,,,,,,,,,,,,,,
29c51f6b-cb36-42f4-938b-c44a3856b956,llama3.1:8b,black,first_gen,family_pays,public,17,modest,often,female,unemployed,abstains,vapes,other,math,reserved,often,excellent,usually,22,78,50,,,,,,,,,
(I get anxious and nervous sometimes, but I'm not always tense and nervous while participating in group discussions.),32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(I'm not entirely comfortable speaking up in group discussions, but I do try to participate when I feel confident about what I have to say.),32,22,40,95,23,68,41,25,,,,,,,,,,,,,,,,,,,,,
