resid,question_id,scale,original_response,final_response,validated,action_taken,reverse_coded
22c0f617-14bd-4742-a5fb-93ea48a4ee6b,prca_3,likert5,2,2,,not_checked,0
22c0f617-14bd-4742-a5fb-93ea48a4ee6b,prca_4,likert5,5,5,,not_checked,0
22c0f617-14bd-4742-a5fb-93ea48a4ee6b,prca_5,likert5,"The user requests a single number from 1-5 to indicate how strongly they agree/disagree with the statement. They want only the number, no other text. The system says ""You are ChatGPT."" The user scenario indicates that the person likely does not get tense or nervous in group discussions because they make friends easily and speak well. So we choose a low score: 1 (strongly disagree) or maybe 2. The instructions say: ""Be sure to consider the full range of options including '1) strongly disagree' and '5) strongly agree' and all items in between."" So it's fine.

We must provide only one number, no explanation or anything else. Provide a single line containing that number.

Thus I will output ""1"".1","The user requests a single number from 1-5 to indicate how strongly they agree/disagree with the statement. They want only the number, no other text. The system says ""You are ChatGPT."" The user scenario indicates that the person likely does not get tense or nervous in group discussions because they make friends easily and speak well. So we choose a low score: 1 (strongly disagree) or maybe 2. The instructions say: ""Be sure to consider the full range of options including '1) strongly disagree' and '5) strongly agree' and all items in between."" So it's fine.

We must provide only one number, no explanation or anything else. Provide a single line containing that number.

Thus I will output ""1"".1",,not_checked,0
22c0f617-14bd-4742-a5fb-93ea48a4ee6b,prca_6,likert5,4,4,,not_checked,0
22c0f617-14bd-4742-a5fb-93ea48a4ee6b,prca_7,likert5,2,2,,not_checked,0
22c0f617-14bd-4742-a5fb-93ea48a4ee6b,prca_8,likert5,5,5,,not_checked,0
22c0f617-14bd-4742-a5fb-93ea48a4ee6b,prca_9,likert5,1,1,,not_checked,0
22c0f617-14bd-4742-a5fb-93ea48a4ee6b,prca_10,likert5,4,4,,not_checked,0
22c0f617-14bd-4742-a5fb-93ea48a4ee6b,prca_11,likert5,5,5,,not_checked,0
22c0f617-14bd-4742-a5fb-93ea48a4ee6b,prca_12,likert5,1,1,,not_checked,0
6eb6dfd3-441f-44b2-bd36-3243e102d393,prca_1,likert5,1,1,,not_checked,0
6eb6dfd3-441f-44b2-bd36-3243e102d393,prca_2,likert5,5,5,,not_checked,0
6eb6dfd3-441f-44b2-bd36-3243e102d393,prca_3,likert5,2,2,,not_checked,0
6eb6dfd3-441f-44b2-bd36-3243e102d393,prca_4,likert5,"We need to give number only.

Given description: good public speaker; so likely ""strongly agree"". We'll choose 5.5","We need to give number only.

Given description: good public speaker; so likely ""strongly agree"". We'll choose 5.5",,not_checked,0
6eb6dfd3-441f-44b2-bd36-3243e102d393,prca_5,likert5,3,3,,not_checked,0
6eb6dfd3-441f-44b2-bd36-3243e102d393,prca_6,likert5,4,4,,not_checked,0
6eb6dfd3-441f-44b2-bd36-3243e102d393,prca_7,likert5,2,2,,not_checked,0
6eb6dfd3-441f-44b2-bd36-3243e102d393,prca_8,likert5,5,5,,not_checked,0
6eb6dfd3-441f-44b2-bd36-3243e102d393,prca_9,likert5,2,2,,not_checked,0
6eb6dfd3-441f-44b2-bd36-3243e102d393,prca_10,likert5,The user specifically wants a single number with no other text. We'll give 2.2,The user specifically wants a single number with no other text. We'll give 2.2,,not_checked,0
6eb6dfd3-441f-44b2-bd36-3243e102d393,prca_11,likert5,4,4,,not_checked,0
6eb6dfd3-441f-44b2-bd36-3243e102d393,prca_12,likert5,1,1,,not_checked,0
105cc2b3-b6b1-490b-8be0-c9567e4c8f0e,prca_1,likert5,4,4,,not_checked,0
105cc2b3-b6b1-490b-8be0-c9567e4c8f0e,prca_2,likert5,3,3,,not_checked,0
105cc2b3-b6b1-490b-8be0-c9567e4c8f0e,prca_3,likert5,4,4,,not_checked,0
105cc2b3-b6b1-490b-8be0-c9567e4c8f0e,prca_4,likert5,3,3,,not_checked,0
105cc2b3-b6b1-490b-8be0-c9567e4c8f0e,prca_5,likert5,5,5,,not_checked,0
105cc2b3-b6b1-490b-8be0-c9567e4c8f0e,prca_6,likert5,2,2,,not_checked,0
105cc2b3-b6b1-490b-8be0-c9567e4c8f0e,prca_7,likert5,4,4,,not_checked,0
105cc2b3-b6b1-490b-8be0-c9567e4c8f0e,prca_8,likert5,2,2,,not_checked,0
105cc2b3-b6b1-490b-8be0-c9567e4c8f0e,prca_9,likert5,4,4,,not_checked,0
105cc2b3-b6b1-490b-8be0-c9567e4c8f0e,prca_10,likert5,3,3,,not_checked,0
105cc2b3-b6b1-490b-8be0-c9567e4c8f0e,prca_11,likert5,3,3,,not_checked,0
105cc2b3-b6b1-490b-8be0-c9567e4c8f0e,prca_12,likert5,5,5,,not_checked,0
2ad6c1d4-7e39-42d6-b147-69db0220277d,prca_1,likert5,2,2,,not_checked,0
2ad6c1d4-7e39-42d6-b147-69db0220277d,prca_2,likert5,4,4,,not_checked,0
2ad6c1d4-7e39-42d6-b147-69db0220277d,prca_3,likert5,2,2,,not_checked,0
2ad6c1d4-7e39-42d6-b147-69db0220277d,prca_4,likert5,5,5,,not_checked,0
2ad6c1d4-7e39-42d6-b147-69db0220277d,prca_5,likert5,1,1,,not_checked,0
2ad6c1d4-7e39-42d6-b147-69db0220277d,prca_6,likert5,4,4,,not_checked,0
2ad6c1d4-7e39-42d6-b147-69db0220277d,prca_7,likert5,2,2,,not_checked,0
2ad6c1d4-7e39-42d6-b147-69db0220277d,prca_8,likert5,5,5,,not_checked,0
2ad6c1d4-7e39-42d6-b147-69db0220277d,prca_9,likert5,1,1,,not_checked,0
2ad6c1d4-7e39-42d6-b147-69db0220277d,prca_10,likert5,5,5,,not_checked,0
2ad6c1d4-7e39-42d6-b147-69db0220277d,prca_11,likert5,I will answer 5.5,I will answer 5.5,,not_checked,0
2ad6c1d4-7e39-42d6-b147-69db0220277d,prca_12,likert5,2,2,,not_checked,0
85bedd4d-a429-4ee4-a495-5c26ac373e0e,prca_1,likert5,1,1,,not_checked,0
85bedd4d-a429-4ee4-a495-5c26ac373e0e,prca_2,likert5,5,5,,not_checked,0
85bedd4d-a429-4ee4-a495-5c26ac373e0e,prca_3,likert5,2,2,,not_checked,0
85bedd4d-a429-4ee4-a495-5c26ac373e0e,prca_4,likert5,5,5,,not_checked,0
85bedd4d-a429-4ee4-a495-5c26ac373e0e,prca_5,likert5,1,1,,not_checked,0
85bedd4d-a429-4ee4-a495-5c26ac373e0e,prca_6,likert5,4,4,,not_checked,0
85bedd4d-a429-4ee4-a495-5c26ac373e0e,prca_7,likert5,2,2,,not_checked,0
85bedd4d-a429-4ee4-a495-5c26ac373e0e,prca_8,likert5,5,5,,not_checked,0
85bedd4d-a429-4ee4-a495-5c26ac373e0e,prca_9,likert5,1,1,,not_checked,0
85bedd4d-a429-4ee4-a495-5c26ac373e0e,prca_10,likert5,4,4,,not_checked,0
85bedd4d-a429-4ee4-a495-5c26ac373e0e,prca_11,likert5,5,5,,not_checked,0
85bedd4d-a429-4ee4-a495-5c26ac373e0e,prca_12,likert5,1,1,,not_checked,0
d5f2689a-a005-4b8e-b319-4797553c22e0,prca_1,likert5,4,4,,not_checked,0
d5f2689a-a005-4b8e-b319-4797553c22e0,prca_2,likert5,3,3,,not_checked,0
d5f2689a-a005-4b8e-b319-4797553c22e0,prca_3,likert5,5,5,,not_checked,0
d5f2689a-a005-4b8e-b319-4797553c22e0,prca_4,likert5,3,3,,not_checked,0
d5f2689a-a005-4b8e-b319-4797553c22e0,prca_5,likert5,5,5,,not_checked,0
d5f2689a-a005-4b8e-b319-4797553c22e0,prca_6,likert5,2,2,,not_checked,0
d5f2689a-a005-4b8e-b319-4797553c22e0,prca_7,likert5,5,5,,not_checked,0
d5f2689a-a005-4b8e-b319-4797553c22e0,prca_8,likert5,1,1,,not_checked,0
d5f2689a-a005-4b8e-b319-4797553c22e0,prca_9,likert5,4,4,,not_checked,0
d5f2689a-a005-4b8e-b319-4797553c22e0,prca_10,likert5,2,2,,not_checked,0
d5f2689a-a005-4b8e-b319-4797553c22e0,prca_11,likert5,2,2,,not_checked,0
d5f2689a-a005-4b8e-b319-4797553c22e0,prca_12,likert5,4,4,,not_checked,0
6dbacd83-5eb7-45bb-8f21-a673c60db629,prca_1,likert5,2,2,,not_checked,0
6dbacd83-5eb7-45bb-8f21-a673c60db629,prca_2,likert5,2,2,,not_checked,0
6dbacd83-5eb7-45bb-8f21-a673c60db629,prca_3,likert5,4,4,,not_checked,0
6dbacd83-5eb7-45bb-8f21-a673c60db629,prca_4,likert5,3,3,,not_checked,0
6dbacd83-5eb7-45bb-8f21-a673c60db629,prca_5,likert5,4,4,,not_checked,0
6dbacd83-5eb7-45bb-8f21-a673c60db629,prca_6,likert5,2,2,,not_checked,0
6dbacd83-5eb7-45bb-8f21-a673c60db629,prca_7,likert5,4,4,,not_checked,0
6dbacd83-5eb7-45bb-8f21-a673c60db629,prca_8,likert5,4,4,,not_checked,0
6dbacd83-5eb7-45bb-8f21-a673c60db629,prca_9,likert5,4,4,,not_checked,0
6dbacd83-5eb7-45bb-8f21-a673c60db629,prca_10,likert5,3,3,,not_checked,0
6dbacd83-5eb7-45bb-8f21-a673c60db629,prca_11,likert5,2,2,,not_checked,0
6dbacd83-5eb7-45bb-8f21-a673c60db629,prca_12,likert5,4,4,,not_checked,0
97e1f352-c5ea-45e7-b919-8601306224ee,prca_1,likert5,4,4,,not_checked,0
97e1f352-c5ea-45e7-b919-8601306224ee,prca_2,likert5,2,2,,not_checked,0
97e1f352-c5ea-45e7-b919-8601306224ee,prca_3,likert5,4,4,,not_checked,0
97e1f352-c5ea-45e7-b919-8601306224ee,prca_4,likert5,4,4,,not_checked,0
97e1f352-c5ea-45e7-b919-8601306224ee,prca_5,likert5,4,4,,not_checked,0
97e1f352-c5ea-45e7-b919-8601306224ee,prca_6,likert5,1,1,,not_checked,0
97e1f352-c5ea-45e7-b919-8601306224ee,prca_7,likert5,4,4,,not_checked,0
97e1f352-c5ea-45e7-b919-8601306224ee,prca_8,likert5,2,2,,not_checked,0
97e1f352-c5ea-45e7-b919-8601306224ee,prca_9,likert5,4,4,,not_checked,0
97e1f352-c5ea-45e7-b919-8601306224ee,prca_10,likert5,"The user wants a single number. We'll respond with ""3"".3","The user wants a single number. We'll respond with ""3"".3",,not_checked,0
97e1f352-c5ea-45e7-b919-8601306224ee,prca_11,likert5,2,2,,not_checked,0
97e1f352-c5ea-45e7-b919-8601306224ee,prca_12,likert5,4,4,,not_checked,0
ca83519a-6121-42b9-83cf-a0de9136c97d,prca_1,likert5,4,4,,not_checked,0
ca83519a-6121-42b9-83cf-a0de9136c97d,prca_2,likert5,1,1,,not_checked,0
ca83519a-6121-42b9-83cf-a0de9136c97d,prca_3,likert5,4,4,,not_checked,0
ca83519a-6121-42b9-83cf-a0de9136c97d,prca_4,likert5,4,4,,not_checked,0
ca83519a-6121-42b9-83cf-a0de9136c97d,prca_5,likert5,5,5,,not_checked,0
ca83519a-6121-42b9-83cf-a0de9136c97d,prca_6,likert5,2,2,,not_checked,0
ca83519a-6121-42b9-83cf-a0de9136c97d,prca_7,likert5,4,4,,not_checked,0
ca83519a-6121-42b9-83cf-a0de9136c97d,prca_8,likert5,1,1,,not_checked,0
ca83519a-6121-42b9-83cf-a0de9136c97d,prca_9,likert5,4,4,,not_checked,0
ca83519a-6121-42b9-83cf-a0de9136c97d,prca_10,likert5,3,3,,not_checked,0
ca83519a-6121-42b9-83cf-a0de9136c97d,prca_11,likert5,3,3,,not_checked,0
ca83519a-6121-42b9-83cf-a0de9136c97d,prca_12,likert5,4,4,,not_checked,0
bc48a1de-cf40-49ec-a5e9-7f646d4c90f2,prca_1,likert5,3,3,,not_checked,0
bc48a1de-cf40-49ec-a5e9-7f646d4c90f2,prca_2,likert5,5,5,,not_checked,0
bc48a1de-cf40-49ec-a5e9-7f646d4c90f2,prca_3,likert5,2,2,,not_checked,0
bc48a1de-cf40-49ec-a5e9-7f646d4c90f2,prca_4,likert5,4,4,,not_checked,0
bc48a1de-cf40-49ec-a5e9-7f646d4c90f2,prca_5,likert5,4,4,,not_checked,0
bc48a1de-cf40-49ec-a5e9-7f646d4c90f2,prca_6,likert5,4,4,,not_checked,0
bc48a1de-cf40-49ec-a5e9-7f646d4c90f2,prca_7,likert5,4,4,,not_checked,0
bc48a1de-cf40-49ec-a5e9-7f646d4c90f2,prca_8,likert5,4,4,,not_checked,0
bc48a1de-cf40-49ec-a5e9-7f646d4c90f2,prca_9,likert5,4,4,,not_checked,0
bc48a1de-cf40-49ec-a5e9-7f646d4c90f2,prca_10,likert5,"I will respond with just ""4"".4","I will respond with just ""4"".4",,not_checked,0
bc48a1de-cf40-49ec-a5e9-7f646d4c90f2,prca_11,likert5,4,4,,not_checked,0
bc48a1de-cf40-49ec-a5e9-7f646d4c90f2,prca_12,likert5,3,3,,not_checked,0
dcff612e-9883-421f-b3ab-9941774b9f90,prca_1,likert5,2,2,,not_checked,0
dcff612e-9883-421f-b3ab-9941774b9f90,prca_2,likert5,5,5,,not_checked,0
dcff612e-9883-421f-b3ab-9941774b9f90,prca_3,likert5,1,1,,not_checked,0
dcff612e-9883-421f-b3ab-9941774b9f90,prca_4,likert5,5,5,,not_checked,0
dcff612e-9883-421f-b3ab-9941774b9f90,prca_5,likert5,2,2,,not_checked,0
dcff612e-9883-421f-b3ab-9941774b9f90,prca_6,likert5,5,5,,not_checked,0
dcff612e-9883-421f-b3ab-9941774b9f90,prca_7,likert5,1,1,,not_checked,0
dcff612e-9883-421f-b3ab-9941774b9f90,prca_8,likert5,4,4,,not_checked,0
dcff612e-9883-421f-b3ab-9941774b9f90,prca_9,likert5,1,1,,not_checked,0
dcff612e-9883-421f-b3ab-9941774b9f90,prca_10,likert5,5,5,,not_checked,0
dcff612e-9883-421f-b3ab-9941774b9f90,prca_11,likert5,4,4,,not_checked,0
dcff612e-9883-421f-b3ab-9941774b9f90,prca_12,likert5,1,1,,not_checked,0
3ab72914-35b8-405a-8d7b-4e2a67a2d94f,prca_1,likert5,1,1,,not_checked,0
3ab72914-35b8-405a-8d7b-4e2a67a2d94f,prca_2,likert5,5,5,,not_checked,0
3ab72914-35b8-405a-8d7b-4e2a67a2d94f,prca_3,likert5,3,3,,not_checked,0
3ab72914-35b8-405a-8d7b-4e2a67a2d94f,prca_4,likert5,5,5,,not_checked,0
3ab72914-35b8-405a-8d7b-4e2a67a2d94f,prca_5,likert5,2,2,,not_checked,0
3ab72914-35b8-405a-8d7b-4e2a67a2d94f,prca_6,likert5,4,4,,not_checked,0
3ab72914-35b8-405a-8d7b-4e2a67a2d94f,prca_7,likert5,2,2,,not_checked,0
3ab72914-35b8-405a-8d7b-4e2a67a2d94f,prca_8,likert5,5,5,,not_checked,0
3ab72914-35b8-405a-8d7b-4e2a67a2d94f,prca_9,likert5,1,1,,not_checked,0
3ab72914-35b8-405a-8d7b-4e2a67a2d94f,prca_10,likert5,4,4,,not_checked,0
3ab72914-35b8-405a-8d7b-4e2a67a2d94f,prca_11,likert5,4,4,,not_checked,0
3ab72914-35b8-405a-8d7b-4e2a67a2d94f,prca_12,likert5,1,1,,not_checked,0
9af4cb5a-7c6c-41fa-9a37-acee80ca0f2f,prca_1,likert5,2,2,,not_checked,0
9af4cb5a-7c6c-41fa-9a37-acee80ca0f2f,prca_2,likert5,4,4,,not_checked,0
9af4cb5a-7c6c-41fa-9a37-acee80ca0f2f,prca_3,likert5,2,2,,not_checked,0
9af4cb5a-7c6c-41fa-9a37-acee80ca0f2f,prca_4,likert5,4,4,,not_checked,0
9af4cb5a-7c6c-41fa-9a37-acee80ca0f2f,prca_5,likert5,5,5,,not_checked,0
9af4cb5a-7c6c-41fa-9a37-acee80ca0f2f,prca_6,likert5,4,4,,not_checked,0
9af4cb5a-7c6c-41fa-9a37-acee80ca0f2f,prca_7,likert5,4,4,,not_checked,0
9af4cb5a-7c6c-41fa-9a37-acee80ca0f2f,prca_8,likert5,5,5,,not_checked,0
9af4cb5a-7c6c-41fa-9a37-acee80ca0f2f,prca_9,likert5,4,4,,not_checked,0
9af4cb5a-7c6c-41fa-9a37-acee80ca0f2f,prca_10,likert5,4,4,,not_checked,0
9af4cb5a-7c6c-41fa-9a37-acee80ca0f2f,prca_11,likert5,4,4,,not_checked,0
9af4cb5a-7c6c-41fa-9a37-acee80ca0f2f,prca_12,likert5,2,2,,not_checked,0
c4b8643b-9d68-4b2c-a397-2af4e48dcbb3,prca_1,likert5,1,1,,not_checked,0
c4b8643b-9d68-4b2c-a397-2af4e48dcbb3,prca_2,likert5,5,5,,not_checked,0
c4b8643b-9d68-4b2c-a397-2af4e48dcbb3,prca_3,likert5,2,2,,not_checked,0
c4b8643b-9d68-4b2c-a397-2af4e48dcbb3,prca_4,likert5,5,5,,not_checked,0
c4b8643b-9d68-4b2c-a397-2af4e48dcbb3,prca_5,likert5,2,2,,not_checked,0
c4b8643b-9d68-4b2c-a397-2af4e48dcbb3,prca_6,likert5,4,4,,not_checked,0
c4b8643b-9d68-4b2c-a397-2af4e48dcbb3,prca_7,likert5,2,2,,not_checked,0
c4b8643b-9d68-4b2c-a397-2af4e48dcbb3,prca_8,likert5,4,4,,not_checked,0
c4b8643b-9d68-4b2c-a397-2af4e48dcbb3,prca_9,likert5,We must respond with a single number. The context suggests the user likely doesn't feel tense and nervous in conversations; they're articulate and friends easily. So strongly disagree is appropriate.1,We must respond with a single number. The context suggests the user likely doesn't feel tense and nervous in conversations; they're articulate and friends easily. So strongly disagree is appropriate.1,,not_checked,0
c4b8643b-9d68-4b2c-a397-2af4e48dcbb3,prca_10,likert5,4,4,,not_checked,0
c4b8643b-9d68-4b2c-a397-2af4e48dcbb3,prca_11,likert5,4,4,,not_checked,0
c4b8643b-9d68-4b2c-a397-2af4e48dcbb3,prca_12,likert5,1,1,,not_checked,0
c78fed59-f58c-401d-adf9-8c83d22222f7,prca_1,likert5,5,5,,not_checked,0
c78fed59-f58c-401d-adf9-8c83d22222f7,prca_2,likert5,2,2,,not_checked,0
c78fed59-f58c-401d-adf9-8c83d22222f7,prca_3,likert5,4,4,,not_checked,0
c78fed59-f58c-401d-adf9-8c83d22222f7,prca_4,likert5,2,2,,not_checked,0
c78fed59-f58c-401d-adf9-8c83d22222f7,prca_5,likert5,5,5,,not_checked,0
c78fed59-f58c-401d-adf9-8c83d22222f7,prca_6,likert5,2,2,,not_checked,0
c78fed59-f58c-401d-adf9-8c83d22222f7,prca_7,likert5,5,5,,not_checked,0
c78fed59-f58c-401d-adf9-8c83d22222f7,prca_8,likert5,2,2,,not_checked,0
c78fed59-f58c-401d-adf9-8c83d22222f7,prca_9,likert5,5,5,,not_checked,0
c78fed59-f58c-401d-adf9-8c83d22222f7,prca_10,likert5,2,2,,not_checked,0
c78fed59-f58c-401d-adf9-8c83d22222f7,prca_11,likert5,2,2,,not_checked,0
c78fed59-f58c-401d-adf9-8c83d22222f7,prca_12,likert5,4,4,,not_checked,0
8dcd1410-99e4-43c6-bb61-a0aab95e1e7a,prca_1,likert5,5,5,,not_checked,0
8dcd1410-99e4-43c6-bb61-a0aab95e1e7a,prca_2,likert5,3,3,,not_checked,0
8dcd1410-99e4-43c6-bb61-a0aab95e1e7a,prca_3,likert5,4,4,,not_checked,0
8dcd1410-99e4-43c6-bb61-a0aab95e1e7a,prca_4,likert5,2,2,,not_checked,0
8dcd1410-99e4-43c6-bb61-a0aab95e1e7a,prca_5,likert5,5,5,,not_checked,0
8dcd1410-99e4-43c6-bb61-a0aab95e1e7a,prca_6,likert5,2,2,,not_checked,0
8dcd1410-99e4-43c6-bb61-a0aab95e1e7a,prca_7,likert5,5,5,,not_checked,0
8dcd1410-99e4-43c6-bb61-a0aab95e1e7a,prca_8,likert5,2,2,,not_checked,0
8dcd1410-99e4-43c6-bb61-a0aab95e1e7a,prca_9,likert5,4,4,,not_checked,0
8dcd1410-99e4-43c6-bb61-a0aab95e1e7a,prca_10,likert5,2,2,,not_checked,0
8dcd1410-99e4-43c6-bb61-a0aab95e1e7a,prca_11,likert5,1,1,,not_checked,0
8dcd1410-99e4-43c6-bb61-a0aab95e1e7a,prca_12,likert5,4,4,,not_checked,0
8fd3b2ae-3ed6-49c5-b364-9fc355fd0d19,prca_1,likert5,4,4,,not_checked,0
8fd3b2ae-3ed6-49c5-b364-9fc355fd0d19,prca_2,likert5,2,2,,not_checked,0
8fd3b2ae-3ed6-49c5-b364-9fc355fd0d19,prca_3,likert5,5,5,,not_checked,0
8fd3b2ae-3ed6-49c5-b364-9fc355fd0d19,prca_4,likert5,2,2,,not_checked,0
8fd3b2ae-3ed6-49c5-b364-9fc355fd0d19,prca_5,likert5,5,5,,not_checked,0
8fd3b2ae-3ed6-49c5-b364-9fc355fd0d19,prca_6,likert5,2,2,,not_checked,0
8fd3b2ae-3ed6-49c5-b364-9fc355fd0d19,prca_7,likert5,5,5,,not_checked,0
8fd3b2ae-3ed6-49c5-b364-9fc355fd0d19,prca_8,likert5,4,4,,not_checked,0
8fd3b2ae-3ed6-49c5-b364-9fc355fd0d19,prca_9,likert5,5,5,,not_checked,0
8fd3b2ae-3ed6-49c5-b364-9fc355fd0d19,prca_10,likert5,3,3,,not_checked,0
8fd3b2ae-3ed6-49c5-b364-9fc355fd0d19,prca_11,likert5,2,2,,not_checked,0
8fd3b2ae-3ed6-49c5-b364-9fc355fd0d19,prca_12,likert5,5,5,,not_checked,0
9a315f0b-73ab-4447-be4e-094ba63e2b29,prca_1,likert5,2,2,,not_checked,0
9a315f0b-73ab-4447-be4e-094ba63e2b29,prca_2,likert5,4,4,,not_checked,0
9a315f0b-73ab-4447-be4e-094ba63e2b29,prca_3,likert5,4,4,,not_checked,0
9a315f0b-73ab-4447-be4e-094ba63e2b29,prca_4,likert5,4,4,,not_checked,0
9a315f0b-73ab-4447-be4e-094ba63e2b29,prca_5,likert5,4,4,,not_checked,0
9a315f0b-73ab-4447-be4e-094ba63e2b29,prca_6,likert5,3,3,,not_checked,0
9a315f0b-73ab-4447-be4e-094ba63e2b29,prca_7,likert5,2,2,,not_checked,0
9a315f0b-73ab-4447-be4e-094ba63e2b29,prca_8,likert5,4,4,,not_checked,0
9a315f0b-73ab-4447-be4e-094ba63e2b29,prca_9,likert5,3,3,,not_checked,0
9a315f0b-73ab-4447-be4e-094ba63e2b29,prca_10,likert5,4,4,,not_checked,0
9a315f0b-73ab-4447-be4e-094ba63e2b29,prca_11,likert5,3,3,,not_checked,0
9a315f0b-73ab-4447-be4e-094ba63e2b29,prca_12,likert5,4,4,,not_checked,0
18a7bbed-aa97-4e9d-ae1a-15a33e0bbc3c,prca_1,likert5,2,2,,not_checked,0
18a7bbed-aa97-4e9d-ae1a-15a33e0bbc3c,prca_2,likert5,5,5,,not_checked,0
18a7bbed-aa97-4e9d-ae1a-15a33e0bbc3c,prca_3,likert5,2,2,,not_checked,0
18a7bbed-aa97-4e9d-ae1a-15a33e0bbc3c,prca_4,likert5,4,4,,not_checked,0
18a7bbed-aa97-4e9d-ae1a-15a33e0bbc3c,prca_5,likert5,3,3,,not_checked,0
18a7bbed-aa97-4e9d-ae1a-15a33e0bbc3c,prca_6,likert5,4,4,,not_checked,0
18a7bbed-aa97-4e9d-ae1a-15a33e0bbc3c,prca_7,likert5,2,2,,not_checked,0
18a7bbed-aa97-4e9d-ae1a-15a33e0bbc3c,prca_8,likert5,4,4,,not_checked,0
18a7bbed-aa97-4e9d-ae1a-15a33e0bbc3c,prca_9,likert5,2,2,,not_checked,0
18a7bbed-aa97-4e9d-ae1a-15a33e0bbc3c,prca_10,likert5,4,4,,not_checked,0
18a7bbed-aa97-4e9d-ae1a-15a33e0bbc3c,prca_11,likert5,4,4,,not_checked,0
18a7bbed-aa97-4e9d-ae1a-15a33e0bbc3c,prca_12,likert5,1,1,,not_checked,0
62519f90-6e10-4e23-a15d-890709ca3b3a,prca_1,likert5,3,3,,not_checked,0
62519f90-6e10-4e23-a15d-890709ca3b3a,prca_2,likert5,5,5,,not_checked,0
62519f90-6e10-4e23-a15d-890709ca3b3a,prca_3,likert5,3,3,,not_checked,0
62519f90-6e10-4e23-a15d-890709ca3b3a,prca_4,likert5,4,4,,not_checked,0
62519f90-6e10-4e23-a15d-890709ca3b3a,prca_5,likert5,3,3,,not_checked,0
62519f90-6e10-4e23-a15d-890709ca3b3a,prca_6,likert5,4,4,,not_checked,0
