resid,model,race,first_gen,financial_status,high_school,age,grades,trouble,gender,job_status,alcohol,smoking,hobbies,major,sociability,homesickness,communication,honesty,prca_1,prca_2,prca_3,prca_4,prca_5,prca_6,prca_7,prca_8,prca_9,prca_10,prca_11,prca_12
30b13d8d-753c-431c-8e8a-b33bf9f71b40,llama3.2:3b,asian,non_first_gen,family_pays,private,18,great,never,female,part_time,abstains,smokes,music,science,reserved,never,excellent,usually,4,3,2,4,3,2,3,3,4,3,3,3
c3d50c50-10f4-46c5-9bf1-2727ded1f401,llama3.2:3b,asian,non_first_gen,family_pays,private,23,modest,never,male,unemployed,drinks,smokes,other,arts,social,often,articulate,always,3,4,2,3,4,2,3,3,3,3,3,3
a4872d4b-0056-476c-92cd-94395a3592fb,llama3.2:3b,white,non_first_gen,pell_eligible,public,18,great,rarely,female,part_time,abstains,smokes,other,engineering,reserved,often,empty,usually,3,2,2,2,4,3,2,3,3,2,3,3
70149232-a504-40f7-a301-38dccd76a022,llama3.2:3b,black,non_first_gen,family_pays,public,21,modest,often,female,full_time,abstains,vapes,sports,math,reserved,never,excellent,usually,2,3,3,3,2,2,2,3,4,3,3,2
9b5d5e28-eab7-44e5-b802-9f9d66ef6511,llama3.2:3b,asian,first_gen,loans,public,23,modest,never,female,full_time,abstains,vapes,arts,science,reserved,often,excellent,always,3,3,2,3,3,3,2,2,2,3,4,2
260607ee-cf1d-462f-9759-4b7b7615c407,llama3.2:3b,white,non_first_gen,family_pays,public,17,great,often,female,unemployed,abstains,neither,arts,science,reserved,never,struggles,usually,3,2,3,3,4,4,4,4,2,4,2,3
cd31951d-2ddb-4e7b-aae1-e8007f7ea243,llama3.2:3b,black,first_gen,family_pays,private,23,good,often,female,unemployed,abstains,neither,arts,engineering,social,often,empty,always,3,3,3,4,4,2,4,2,3,2,2,2
c0b1ae4c-2796-491c-9d4d-163f6f5c64bd,llama3.2:3b,black,non_first_gen,loans,private,22,modest,often,female,full_time,drinks,vapes,arts,arts,reserved,often,excellent,always,4,2,3,3,3,3,4,3,2,3,2,2
b2103ead-eaa9-4a65-8c25-e93dc0cf40a2,llama3.2:3b,asian,first_gen,loans,public,17,low,never,male,unemployed,abstains,smokes,arts,math,social,never,apprehensive,always,2,2,3,3,4,3,4,4,4,3,2,3
7a1900b1-b511-4454-91e8-dc6df9187706,llama3.2:3b,multiracial,first_gen,loans,public,21,great,rarely,male,unemployed,abstains,neither,music,business,social,often,apprehensive,always,2,3,3,3,3,4,4,3,3,2,3,3
6f88ccf5-708d-4822-b3f4-b001dfb4f9d1,llama3.2:3b,multiracial,first_gen,family_pays,private,16,good,often,male,full_time,abstains,vapes,sports,math,social,often,empty,always,3,3,3,4,2,2,3,3,3,4,2,3
4f240673-dcd8-4c51-8628-6670be8366da,llama3.2:3b,black,first_gen,pell_eligible,public,17,great,never,male,unemployed,drinks,neither,arts,arts,social,never,articulate,always,1,4,2,3,3,4,2,5,2,2,3,2
7343c253-fa36-48b6-aa98-f92c3e9d2a9c,llama3.2:3b,multiracial,non_first_gen,family_pays,public,21,modest,sometimes,female,full_time,abstains,vapes,arts,business,reserved,often,articulate,always,3,2,4,3,3,3,3,2,3,2,3,3
6b2f4255-4ac1-492d-8971-ce8a30d89905,llama3.2:3b,multiracial,first_gen,loans,public,17,modest,often,female,part_time,drinks,vapes,other,science,social,often,apprehensive,always,2,3,3,2,4,2,3,3,4,3,2,3
e9c16fb6-a91d-47a6-b62c-dde38ea666b9,llama3.2:3b,black,non_first_gen,family_pays,public,18,great,sometimes,female,unemployed,drinks,neither,sports,math,reserved,never,empty,usually,3,3,3,3,3,3,4,3,3,2,3,2
2efa898f-2714-4dd0-a779-01848934cdd7,llama3.2:3b,multiracial,first_gen,family_pays,private,22,low,sometimes,male,full_time,abstains,vapes,music,business,reserved,never,excellent,always,2,4,3,3,3,3,2,5,3,3,3,2
a757b14d-007f-4baa-a3db-f442a55541a4,llama3.2:3b,asian,non_first_gen,pell_eligible,public,19,modest,never,female,full_time,abstains,neither,music,math,reserved,never,empty,usually,3,3,3,3,3,3,3,4,3,3,3,3
08c9b013-62e5-4f57-bb66-8529f0ff94a5,llama3.2:3b,black,first_gen,loans,private,17,low,rarely,female,full_time,drinks,smokes,sports,business,social,often,struggles,always,3,3,4,3,3,3,3,2,3,2,2,3
6adcddd0-791d-4b91-bd2f-e12d4b8ac65e,llama3.2:3b,multiracial,first_gen,pell_eligible,public,17,low,rarely,male,unemployed,drinks,smokes,sports,engineering,social,never,empty,always,2,3,3,3,1,3,2,4,3,3,4,2
cd515369-b11b-4d3f-a798-ea29cc0e039d,llama3.2:3b,asian,non_first_gen,pell_eligible,private,20,great,rarely,male,unemployed,abstains,neither,games,science,reserved,never,struggles,always,3,3,3,3,3,2,2,3,3,4,2,3
0133486e-5fc8-4d45-a6a3-ddade504b62a,llama3.2:3b,white,first_gen,pell_eligible,public,18,great,rarely,female,part_time,abstains,neither,other,math,social,often,empty,usually,2,4,4,4,2,3,4,4,3,4,3,2
a3996fdc-d032-4500-9d38-cb3b2e1cecf1,llama3.2:3b,white,non_first_gen,pell_eligible,private,20,good,sometimes,male,part_time,abstains,smokes,sports,arts,reserved,often,excellent,usually,3,3,4,4,3,3,3,3,2,2,3,4
a91e2693-12f9-4073-8feb-a445115f7fd3,llama3.2:3b,asian,first_gen,loans,public,23,low,sometimes,male,part_time,drinks,vapes,music,science,reserved,often,articulate,always,3,2,3,3,3,2,4,3,3,3,2,3
0574d7c2-9ba2-47e5-b79b-ed5c0c18b41d,llama3.2:3b,asian,first_gen,loans,private,21,modest,sometimes,male,full_time,drinks,vapes,other,science,reserved,often,apprehensive,usually,3,3,3,3,4,3,5,3,3,4,3,4
dc5b90ec-019d-439e-b731-cbe4bd60e9a5,llama3.2:3b,white,non_first_gen,loans,private,21,low,sometimes,female,part_time,abstains,smokes,games,arts,social,never,apprehensive,usually,2,2,3,2,2,3,4,2,4,2,3,3
132d9d63-243d-43da-916e-c9c1ff5b9055,llama3.2:3b,multiracial,first_gen,loans,public,18,great,rarely,male,unemployed,abstains,vapes,other,arts,reserved,never,apprehensive,always,3,4,3,3,4,2,3,3,3,3,2,3
d89a787e-b030-4230-9e15-c9fd13ff03a5,llama3.2:3b,white,first_gen,pell_eligible,private,22,good,sometimes,female,part_time,abstains,vapes,arts,business,social,never,apprehensive,always,3,4,2,3,3,3,3,2,3,3,4,3
f514db28-d5e4-4fc8-8f2e-4bee3f735860,llama3.2:3b,black,first_gen,loans,private,16,modest,sometimes,male,unemployed,drinks,vapes,arts,arts,social,never,struggles,always,4,4,3,3,3,3,3,4,4,3,4,3
b25318b9-4352-4e02-8104-6d9d77ab40a1,llama3.2:3b,asian,non_first_gen,pell_eligible,public,17,modest,never,male,unemployed,abstains,neither,music,math,social,often,empty,usually,3,3,3,3,3,3,4,3,4,2,3,3
d178407c-cd73-45b6-b73d-fa2fa3d1f0a9,llama3.2:3b,white,first_gen,pell_eligible,public,23,modest,sometimes,male,full_time,drinks,neither,other,engineering,reserved,never,empty,usually,4,2,2,3,3,3,4,4,2,3,4,3
505d705f-7e43-482d-8503-f8d0c5597e4d,llama3.2:3b,asian,non_first_gen,pell_eligible,private,19,modest,rarely,male,unemployed,abstains,smokes,games,engineering,social,often,articulate,always,3,3,3,4,3,4,2,3,3,3,4,3
d1c67505-1f34-4555-a2f6-6dd6b03e71ac,llama3.2:3b,black,first_gen,loans,private,18,low,sometimes,male,part_time,drinks,neither,music,engineering,reserved,often,struggles,usually,3,2,3,2,4,2,4,2,3,2,3,2
0dbee97c-477d-4bb3-a599-2e29bb5f1dd6,llama3.2:3b,multiracial,first_gen,pell_eligible,private,16,modest,often,male,part_time,drinks,smokes,games,business,social,never,struggles,always,4,2,3,4,2,3,4,4,4,3,4,3
b8321b84-5ce3-477a-a3c1-3d42a22e1245,llama3.2:3b,multiracial,first_gen,family_pays,private,20,great,often,male,full_time,drinks,vapes,sports,business,reserved,often,excellent,always,3,4,3,4,3,4,3,3,2,4,3,3
70ddaafd-1007-42be-8297-73a97485d8ad,llama3.2:3b,black,non_first_gen,loans,public,16,great,never,male,full_time,abstains,neither,sports,business,social,often,empty,usually,3,4,3,3,2,3,2,2,3,4,2,3
9f90bd41-9a31-49fa-b3f6-827f30aa0478,llama3.2:3b,black,first_gen,family_pays,private,19,modest,sometimes,female,full_time,drinks,smokes,music,math,social,often,struggles,always,2,3,3,4,2,2,4,2,3,3,2,3
98185674-a4d0-4421-b29e-4a9655dfa835,llama3.2:3b,asian,non_first_gen,loans,public,17,good,often,male,full_time,abstains,smokes,music,science,reserved,often,struggles,usually,3,3,4,3,3,2,4,4,3,3,2,3
032d4e80-26f8-4c90-ade3-27ef18e451fd,llama3.2:3b,asian,first_gen,loans,public,17,low,never,male,full_time,drinks,smokes,sports,arts,reserved,often,apprehensive,always,2,3,4,4,3,3,3,2,3,3,3,3
fb8bcc25-c92f-4c74-af16-6b747d483ef5,llama3.2:3b,multiracial,first_gen,loans,private,16,modest,sometimes,female,unemployed,abstains,neither,games,math,social,often,excellent,always,3,3,3,4,3,4,3,4,4,2,2,3
7a164265-899b-405a-8bfb-e7b8208a1799,llama3.2:3b,asian,non_first_gen,family_pays,private,16,low,sometimes,male,unemployed,abstains,vapes,music,math,social,often,apprehensive,always,3,2,3,4,4,3,3,3,3,3,2,3
167e80bb-7000-4d7a-805f-de7e70b22c60,llama3.2:3b,asian,non_first_gen,loans,public,19,low,never,female,unemployed,abstains,smokes,sports,engineering,reserved,never,apprehensive,always,4,3,3,2,3,2,4,2,3,2,2,5
94f6adcc-a1ea-4dc7-81bc-77a1aa132e79,llama3.2:3b,multiracial,first_gen,pell_eligible,private,18,good,never,male,part_time,abstains,neither,music,arts,reserved,often,apprehensive,usually,2,2,3,2,3,2,3,3,3,3,3,3
62419981-e9a1-4aad-919c-2d434968eb7c,llama3.2:3b,black,non_first_gen,loans,public,19,modest,sometimes,male,unemployed,drinks,smokes,arts,science,social,often,struggles,usually,3,3,2,3,2,3,3,3,4,3,2,3
9db7a44e-bd79-46d8-a3c6-c068750e52d1,llama3.2:3b,asian,first_gen,family_pays,public,17,good,rarely,male,full_time,abstains,neither,games,science,reserved,never,articulate,always,3,3,2,4,3,3,3,3,2,4,3,3
4d0783db-4a14-4070-8bb1-69a7758c3e51,llama3.2:3b,asian,non_first_gen,pell_eligible,public,18,low,rarely,male,full_time,abstains,vapes,games,science,social,never,empty,usually,2,4,2,3,4,3,4,3,3,3,4,2
9933671e-47c3-41a0-9483-c4bb2103a9ba,llama3.2:3b,multiracial,first_gen,family_pays,private,22,good,rarely,female,unemployed,drinks,neither,music,arts,social,never,excellent,always,2,5,2,5,2,3,3,5,1,3,5,2
0ea14dd7-3b41-44fa-b1d3-d2d414b2dc8e,llama3.2:3b,white,first_gen,loans,private,16,good,sometimes,male,part_time,drinks,vapes,arts,arts,reserved,often,apprehensive,usually,3,3,3,4,3,2,3,4,3,3,2,3
49699605-3e0e-4f9c-8e5e-41d8d6c3354b,llama3.2:3b,asian,first_gen,loans,public,18,low,rarely,female,unemployed,drinks,smokes,music,arts,social,never,empty,always,4,3,2,4,3,3,2,3,3,3,3,2
43ba2c3e-1b32-4ac2-af16-a8badbc00df5,llama3.2:3b,multiracial,non_first_gen,family_pays,private,20,great,often,female,full_time,abstains,vapes,arts,arts,reserved,often,articulate,always,3,3,3,4,3,3,4,3,3,3,2,3
217414fb-cede-44b8-97b3-56dedd5db2a2,llama3.2:3b,asian,first_gen,loans,public,23,modest,never,female,unemployed,abstains,smokes,music,arts,reserved,often,empty,usually,3,3,4,3,4,3,3,3,2,3,2,3
549d5595-a9b3-479c-bfee-1ab52a8019b5,llama3.2:3b,multiracial,non_first_gen,family_pays,public,20,good,rarely,male,part_time,abstains,vapes,music,business,social,never,empty,always,2,5,2,4,2,4,2,4,3,3,4,2
a612e081-79f4-46ed-b394-6537e6807470,llama3.2:3b,multiracial,non_first_gen,pell_eligible,public,18,modest,rarely,male,part_time,abstains,neither,music,arts,reserved,often,empty,usually,2,3,3,2,3,3,3,2,3,4,2,3
9b75d45b-59d7-4ddc-9258-78129f54489d,llama3.2:3b,multiracial,first_gen,pell_eligible,public,20,modest,often,female,part_time,drinks,neither,arts,science,social,often,struggles,always,4,3,3,3,2,3,3,2,3,2,3,3
a62fae9f-fd4b-46aa-aebc-ef48d1f58bc6,llama3.2:3b,asian,first_gen,pell_eligible,private,16,good,often,female,part_time,abstains,smokes,music,arts,social,often,articulate,usually,4,2,3,3,4,3,4,3,3,2,3,3
a1776bc7-215b-4a4f-964b-0da5534f6f08,llama3.2:3b,multiracial,non_first_gen,family_pays,public,23,modest,rarely,female,unemployed,drinks,smokes,games,engineering,social,never,articulate,always,3,4,3,4,3,3,3,4,3,3,3,3
a319c70d-1aaf-473f-b7ff-a3537063584a,llama3.2:3b,multiracial,first_gen,pell_eligible,public,20,great,rarely,male,unemployed,drinks,vapes,music,business,social,often,apprehensive,usually,3,2,3,3,3,3,3,3,2,3,3,3
6f9d2410-80e6-4dff-95fb-7399569bb32d,llama3.2:3b,asian,first_gen,pell_eligible,public,18,low,sometimes,female,full_time,abstains,vapes,music,engineering,social,never,excellent,usually,2,3,2,4,2,4,4,3,4,2,2,3
919e30de-d5dd-4ef1-8df9-f656243a58a8,llama3.2:3b,black,non_first_gen,loans,private,23,good,rarely,female,part_time,abstains,neither,other,arts,reserved,never,apprehensive,usually,2,2,3,3,4,3,3,3,3,2,3,4
2b444de7-11bb-489b-af36-323689d0e101,llama3.2:3b,multiracial,first_gen,pell_eligible,public,16,good,sometimes,female,full_time,drinks,smokes,arts,arts,reserved,never,excellent,usually,2,3,4,5,3,3,4,3,3,3,3,2
b0e5d041-fd56-43ba-8b02-aed6b10d0ad4,llama3.2:3b,white,first_gen,family_pays,public,18,good,often,male,unemployed,drinks,smokes,music,business,social,often,apprehensive,usually,3,3,3,4,3,3,4,3,4,3,3,3
19ab21b5-28a3-4b87-9d81-80cd580b155b,llama3.2:3b,multiracial,first_gen,family_pays,public,20,good,never,male,part_time,drinks,vapes,music,business,reserved,often,empty,usually,3,3,3,2,4,3,3,2,2,3,3,3
69e7fd94-3642-4abe-a8f7-5858f9a47ea8,llama3.2:3b,white,non_first_gen,family_pays,public,17,modest,rarely,male,full_time,abstains,neither,games,arts,social,often,apprehensive,always,3,3,2,3,2,3,3,2,3,3,4,3
0213a663-b74d-4bb5-ad7e-f25a378e0489,llama3.2:3b,black,non_first_gen,pell_eligible,private,21,good,often,female,part_time,drinks,vapes,other,engineering,reserved,often,apprehensive,usually,3,3,4,3,4,2,3,2,3,3,3,3
c655f345-fd03-4d76-b9c4-c0f3735d4bb1,llama3.2:3b,white,first_gen,loans,private,18,low,often,female,full_time,abstains,neither,music,business,social,often,empty,usually,4,3,3,3,4,3,3,3,3,4,4,3
d18b7068-ea98-4a0d-b5d2-9a70ad34e646,llama3.2:3b,black,first_gen,family_pays,public,19,low,never,male,part_time,abstains,neither,other,business,social,often,excellent,usually,2,4,3,4,4,3,3,3,2,3,3,3
20a80f4f-2ca6-4cc0-8eff-3f3b9d31ce13,llama3.2:3b,asian,non_first_gen,loans,private,17,low,often,female,part_time,abstains,smokes,arts,business,social,never,articulate,always,3,4,3,3,3,4,4,3,4,3,3,4
5f7fa04f-bd82-44dd-87ec-187ca8a4712c,llama3.2:3b,white,first_gen,family_pays,private,17,great,sometimes,female,part_time,drinks,smokes,sports,math,reserved,never,articulate,always,3,5,3,3,2,3,3,3,3,3,3,4
34a03890-8444-4b80-b100-3f7f98f4ac71,llama3.2:3b,black,first_gen,family_pays,private,20,good,rarely,male,full_time,abstains,neither,sports,engineering,reserved,never,struggles,usually,2,3,3,3,2,2,4,2,2,2,2,3
11c80bf6-8df2-4b02-b52c-e55282166eb1,llama3.2:3b,white,non_first_gen,pell_eligible,private,23,modest,rarely,female,full_time,abstains,vapes,other,business,social,never,apprehensive,always,3,3,4,3,2,3,3,3,2,3,3,3
dbc2c211-b2ea-4841-904e-6ab26a658b3d,llama3.2:3b,asian,first_gen,family_pays,private,19,great,never,male,full_time,abstains,smokes,other,math,reserved,never,struggles,usually,4,4,4,3,3,4,3,4,3,3,3,3
e922e4b8-c526-4e21-a9c2-cb275996af08,llama3.2:3b,asian,non_first_gen,family_pays,private,17,good,sometimes,female,unemployed,abstains,smokes,arts,business,reserved,often,excellent,usually,2,2,3,4,3,3,4,2,3,3,3,2
52a23529-edea-4bc9-a626-80d2a78f9ab8,llama3.2:3b,white,first_gen,loans,private,23,good,often,male,full_time,abstains,vapes,arts,arts,social,often,empty,usually,3,3,3,3,3,4,3,3,2,2,3,3
b49d0cca-cc6e-4046-9fbf-0ac21eef2214,llama3.2:3b,white,non_first_gen,pell_eligible,public,20,modest,never,female,unemployed,drinks,neither,games,business,reserved,never,apprehensive,always,3,4,2,3,4,3,2,3,3,3,3,3
61fb7c2d-abff-4848-891a-df9625a53cd4,llama3.2:3b,black,non_first_gen,family_pays,public,17,great,sometimes,male,unemployed,abstains,vapes,sports,arts,social,never,empty,usually,2,3,2,4,3,3,2,3,2,2,4,3
592b429a-d971-4015-84bc-eaead4905998,llama3.2:3b,asian,first_gen,family_pays,public,23,modest,often,male,unemployed,abstains,smokes,games,engineering,reserved,often,apprehensive,always,3,3,3,3,4,3,4,4,2,3,2,4
f59df81d-487a-40fc-a550-308455d0c93a,llama3.2:3b,multiracial,non_first_gen,loans,private,16,great,never,female,unemployed,drinks,smokes,games,business,reserved,never,apprehensive,usually,3,2,2,2,2,3,3,3,2,3,3,3
228f348d-a04a-45ab-8006-80d796226731,llama3.2:3b,black,first_gen,pell_eligible,public,16,modest,never,female,part_time,drinks,neither,music,engineering,social,often,struggles,usually,3,3,3,3,3,3,2,3,3,3,2,3
d2080849-cc97-4516-ad36-75ffbc3d26a9,llama3.2:3b,asian,first_gen,family_pays,public,18,great,never,female,full_time,drinks,vapes,sports,arts,social,never,articulate,usually,1,5,3,5,3,4,2,3,2,4,5,3
4df84406-e2c1-4044-9fb2-3ae8f5664fee,llama3.2:3b,white,first_gen,family_pays,public,23,great,rarely,female,unemployed,abstains,vapes,games,science,social,often,excellent,always,2,3,3,5,2,3,2,5,3,3,3,3
e0093b57-f24d-44f8-affd-3d39a9a404fd,llama3.2:3b,white,first_gen,family_pays,public,23,good,rarely,male,unemployed,abstains,smokes,arts,engineering,social,never,articulate,always,2,4,2,5,3,3,2,3,2,3,4,2
a9c52dac-eacb-43b3-b91b-d9b196eab1f5,llama3.2:3b,black,first_gen,loans,public,16,good,never,female,part_time,drinks,vapes,games,math,reserved,never,apprehensive,always,3,2,3,3,3,3,4,2,3,3,2,4
5fa41fdf-0a09-4fdc-b4ad-edbab27590f7,llama3.2:3b,black,non_first_gen,family_pays,private,20,great,sometimes,female,part_time,abstains,neither,other,science,social,often,empty,always,3,4,3,4,3,4,2,2,3,3,2,3
