resid,model,race,first_gen,financial_status,high_school,age,grades,trouble,gender,job_status,alcohol,smoking,hobbies,major,sociability,homesickness,communication,honesty,prca_1,prca_2,prca_3,prca_4,prca_5,prca_6,prca_7,prca_8,prca_9,prca_10,prca_11,prca_12
775c9ec6-6901-4d12-b63e-931ccc3eda88,qwen2.5:7b,asian,non_first_gen,loans,public,21,modest,rarely,male,full_time,drinks,vapes,games,engineering,reserved,often,empty,always,2,3,4,2,2,5,1,4,2,4,2,1
e3ab5bfd-e1d0-453a-bc55-788686e915b8,qwen2.5:7b,black,first_gen,loans,public,18,good,rarely,female,full_time,drinks,smokes,music,business,social,often,apprehensive,usually,5,2,3,5,1,4,2,4,2,3,2,2
96f3eb64-00bc-494b-90c1-dc3cda18df92,qwen2.5:7b,white,first_gen,loans,public,22,good,sometimes,male,unemployed,drinks,vapes,games,business,reserved,never,struggles,always,1,5,1,5,5,2,3,5,1,3,5,2
38387e3e-e117-4106-b9ca-7c5dfef45935,qwen2.5:7b,asian,first_gen,family_pays,public,23,low,sometimes,male,full_time,drinks,smokes,arts,science,reserved,never,empty,usually,5,1,3,1,2,3,4,2,3,4,3,5
1047c646-acb6-4982-8ebb-e9bb6eacba36,qwen2.5:7b,black,first_gen,pell_eligible,private,20,good,often,male,part_time,drinks,neither,arts,arts,reserved,never,apprehensive,usually,1,3,2,1,1,4,3,4,3,2,4,4
d0f36753-cdd8-46b8-aeb0-1c9945c0365c,qwen2.5:7b,asian,non_first_gen,pell_eligible,public,22,great,never,male,full_time,drinks,neither,sports,science,social,never,empty,usually,2,5,2,3,2,5,1,5,1,2,4,4
15d40715-207b-49ef-bf20-977e33a8fba9,qwen2.5:7b,white,first_gen,pell_eligible,private,18,modest,sometimes,female,part_time,drinks,vapes,sports,arts,reserved,never,articulate,always,1,4,4,3,4,3,1,4,1,3,4,1
8d1e6958-02f4-4916-bdb7-b368e0590bc0,qwen2.5:7b,multiracial,non_first_gen,family_pays,private,19,good,often,female,full_time,abstains,vapes,music,arts,social,never,apprehensive,always,4,2,3,5,1,5,5,4,1,2,4,4
3fa0d38d-9365-4c78-8eed-833029d51237,qwen2.5:7b,black,non_first_gen,pell_eligible,public,22,great,often,female,full_time,drinks,smokes,games,engineering,reserved,never,excellent,always,1,4,4,2,2,5,4,1,1,4,4,2
1359b1a8-59a9-44b1-93e3-36ffcd5351ad,qwen2.5:7b,white,first_gen,loans,private,18,modest,sometimes,male,unemployed,drinks,smokes,sports,math,social,never,apprehensive,always,4,4,4,3,1,3,4,4,3,3,3,4
72378617-5658-47c9-9230-19e3bac76bba,qwen2.5:7b,white,first_gen,loans,private,23,good,never,male,full_time,drinks,neither,sports,engineering,reserved,often,articulate,always,5,4,1,5,5,5,2,1,1,4,5,4
15c81a0f-18c1-4514-a8f6-5785ec33554c,qwen2.5:7b,white,non_first_gen,family_pays,public,22,good,never,female,full_time,drinks,neither,arts,science,social,never,struggles,usually,1,2,2,1,5,4,4,3,3,3,1,5
8eb281ed-dc4e-4b8c-863e-784a03e55d22,qwen2.5:7b,multiracial,first_gen,family_pays,private,22,modest,rarely,male,full_time,abstains,smokes,music,science,social,never,empty,usually,2,1,4,5,4,3,1,4,2,5,3,2
2adfc549-ea58-4448-b03e-6b5831e09ff7,qwen2.5:7b,asian,first_gen,loans,public,20,great,never,male,unemployed,drinks,vapes,sports,business,reserved,often,articulate,always,3,1,4,5,1,5,3,4,1,1,2,1
d4b23f0a-81bf-4d1f-9f78-46474e85fd8e,qwen2.5:7b,multiracial,non_first_gen,family_pays,private,21,modest,sometimes,female,part_time,drinks,vapes,other,engineering,social,often,excellent,always,5,5,1,5,4,2,5,2,1,2,1,5
c6176bd9-9c1a-4ce9-816f-a3c14f55244d,qwen2.5:7b,black,non_first_gen,family_pays,public,16,great,sometimes,male,full_time,abstains,neither,other,science,social,often,empty,always,4,4,4,1,5,5,1,5,4,5,4,3
5f15db2b-5b7e-4306-91ec-ab6d415fcf8c,qwen2.5:7b,black,non_first_gen,loans,public,21,good,sometimes,female,unemployed,abstains,vapes,games,engineering,reserved,often,excellent,always,5,2,5,2,4,5,1,2,1,5,3,3
83cff70f-9176-401c-85ff-e72d8d69751c,qwen2.5:7b,black,non_first_gen,loans,private,20,great,never,female,unemployed,abstains,smokes,music,arts,social,never,excellent,usually,4,3,4,2,5,3,2,3,2,4,1,1
bff40b8b-b68a-4211-9010-20000b9cc901,qwen2.5:7b,asian,first_gen,pell_eligible,private,16,modest,rarely,female,full_time,abstains,neither,arts,business,reserved,often,struggles,always,5,1,5,2,4,5,1,3,1,5,1,1
