resid,question_id,scale,original_response,final_response,validated,action_taken,reverse_coded
01bb6667-9fe0-425f-b238-a8a850b89926,prca_7,likert5,3,3,,not_checked,0
01bb6667-9fe0-425f-b238-a8a850b89926,prca_8,likert5,5,5,,not_checked,0
01bb6667-9fe0-425f-b238-a8a850b89926,prca_9,likert5,1,1,,not_checked,0
01bb6667-9fe0-425f-b238-a8a850b89926,prca_10,likert5,3,3,,not_checked,0
01bb6667-9fe0-425f-b238-a8a850b89926,prca_11,likert5,5,5,,not_checked,0
01bb6667-9fe0-425f-b238-a8a850b89926,prca_12,likert5,1,1,,not_checked,0
2be84ce2-d4dd-4168-b487-ca1e04b72578,prca_1,likert5,4,4,,not_checked,0
2be84ce2-d4dd-4168-b487-ca1e04b72578,prca_2,likert5,1,1,,not_checked,0
2be84ce2-d4dd-4168-b487-ca1e04b72578,prca_3,likert5,5,5,,not_checked,0
2be84ce2-d4dd-4168-b487-ca1e04b72578,prca_4,likert5,1,1,,not_checked,0
2be84ce2-d4dd-4168-b487-ca1e04b72578,prca_5,likert5,4,4,,not_checked,0
2be84ce2-d4dd-4168-b487-ca1e04b72578,prca_6,likert5,2,2,,not_checked,0
2be84ce2-d4dd-4168-b487-ca1e04b72578,prca_7,likert5,5,5,,not_checked,0
2be84ce2-d4dd-4168-b487-ca1e04b72578,prca_8,likert5,1,1,,not_checked,0
2be84ce2-d4dd-4168-b487-ca1e04b72578,prca_9,likert5,4,4,,not_checked,0
2be84ce2-d4dd-4168-b487-ca1e04b72578,prca_10,likert5,1,1,,not_checked,0
2be84ce2-d4dd-4168-b487-ca1e04b72578,prca_11,likert5,1,1,,not_checked,0
2be84ce2-d4dd-4168-b487-ca1e04b72578,prca_12,likert5,5,5,,not_checked,0
edd80cc7-affc-40ba-81f8-7d4bf578d65b,prca_1,likert5,2,2,,not_checked,0
edd80cc7-affc-40ba-81f8-7d4bf578d65b,prca_2,likert5,2,2,,not_checked,0
edd80cc7-affc-40ba-81f8-7d4bf578d65b,prca_3,likert5,2,2,,not_checked,0
edd80cc7-affc-40ba-81f8-7d4bf578d65b,prca_4,likert5,5,5,,not_checked,0
edd80cc7-affc-40ba-81f8-7d4bf578d65b,prca_5,likert5,2,2,,not_checked,0
edd80cc7-affc-40ba-81f8-7d4bf578d65b,prca_6,likert5,3,3,,not_checked,0
edd80cc7-affc-40ba-81f8-7d4bf578d65b,prca_7,likert5,2,2,,not_checked,0
edd80cc7-affc-40ba-81f8-7d4bf578d65b,prca_8,likert5,4,4,,not_checked,0
edd80cc7-affc-40ba-81f8-7d4bf578d65b,prca_9,likert5,3,3,,not_checked,0
edd80cc7-affc-40ba-81f8-7d4bf578d65b,prca_10,likert5,4,4,,not_checked,0
edd80cc7-affc-40ba-81f8-7d4bf578d65b,prca_11,likert5,4,4,,not_checked,0
edd80cc7-affc-40ba-81f8-7d4bf578d65b,prca_12,likert5,1,1,,not_checked,0
7d637084-4264-44d0-801e-c0af3c63a521,prca_1,likert5,5,5,,not_checked,0
7d637084-4264-44d0-801e-c0af3c63a521,prca_2,likert5,2,2,,not_checked,0
7d637084-4264-44d0-801e-c0af3c63a521,prca_3,likert5,3,3,,not_checked,0
7d637084-4264-44d0-801e-c0af3c63a521,prca_4,likert5,1,1,,not_checked,0
7d637084-4264-44d0-801e-c0af3c63a521,prca_5,likert5,5,5,,not_checked,0
7d637084-4264-44d0-801e-c0af3c63a521,prca_6,likert5,1,1,,not_checked,0
7d637084-4264-44d0-801e-c0af3c63a521,prca_7,likert5,3,3,,not_checked,0
7d637084-4264-44d0-801e-c0af3c63a521,prca_8,likert5,1,1,,not_checked,0
7d637084-4264-44d0-801e-c0af3c63a521,prca_9,likert5,4,4,,not_checked,0
7d637084-4264-44d0-801e-c0af3c63a521,prca_10,likert5,1,1,,not_checked,0
7d637084-4264-44d0-801e-c0af3c63a521,prca_11,likert5,2,2,,not_checked,0
7d637084-4264-44d0-801e-c0af3c63a521,prca_12,likert5,5,5,,not_checked,0
a6085ab7-d77b-4d07-b391-16bf1717d265,prca_1,likert5,3,3,,not_checked,0
a6085ab7-d77b-4d07-b391-16bf1717d265,prca_2,likert5,3,3,,not_checked,0
a6085ab7-d77b-4d07-b391-16bf1717d265,prca_3,likert5,4,4,,not_checked,0
a6085ab7-d77b-4d07-b391-16bf1717d265,prca_4,likert5,4,4,,not_checked,0
a6085ab7-d77b-4d07-b391-16bf1717d265,prca_5,likert5,5,5,,not_checked,0
a6085ab7-d77b-4d07-b391-16bf1717d265,prca_6,likert5,3,3,,not_checked,0
a6085ab7-d77b-4d07-b391-16bf1717d265,prca_7,likert5,5,5,,not_checked,0
a6085ab7-d77b-4d07-b391-16bf1717d265,prca_8,likert5,3,3,,not_checked,0
a6085ab7-d77b-4d07-b391-16bf1717d265,prca_9,likert5,2,2,,not_checked,0
a6085ab7-d77b-4d07-b391-16bf1717d265,prca_10,likert5,2,2,,not_checked,0
a6085ab7-d77b-4d07-b391-16bf1717d265,prca_11,likert5,2,2,,not_checked,0
a6085ab7-d77b-4d07-b391-16bf1717d265,prca_12,likert5,2,2,,not_checked,0
50997cb5-7f2e-4673-9e9c-4423b02e6762,prca_1,likert5,1,1,,not_checked,0
50997cb5-7f2e-4673-9e9c-4423b02e6762,prca_2,likert5,2,2,,not_checked,0
50997cb5-7f2e-4673-9e9c-4423b02e6762,prca_3,likert5,1,1,,not_checked,0
50997cb5-7f2e-4673-9e9c-4423b02e6762,prca_4,likert5,4,4,,not_checked,0
50997cb5-7f2e-4673-9e9c-4423b02e6762,prca_5,likert5,2,2,,not_checked,0
50997cb5-7f2e-4673-9e9c-4423b02e6762,prca_6,likert5,3,3,,not_checked,0
50997cb5-7f2e-4673-9e9c-4423b02e6762,prca_7,likert5,5,5,,not_checked,0
50997cb5-7f2e-4673-9e9c-4423b02e6762,prca_8,likert5,3,3,,not_checked,0
50997cb5-7f2e-4673-9e9c-4423b02e6762,prca_9,likert5,2,2,,not_checked,0
50997cb5-7f2e-4673-9e9c-4423b02e6762,prca_10,likert5,5,5,,not_checked,0
50997cb5-7f2e-4673-9e9c-4423b02e6762,prca_11,likert5,4,4,,not_checked,0
50997cb5-7f2e-4673-9e9c-4423b02e6762,prca_12,likert5,2,2,,not_checked,0
8b120218-8cb2-4c71-8012-7427a571e461,prca_1,likert5,1,1,,not_checked,0
8b120218-8cb2-4c71-8012-7427a571e461,prca_2,likert5,5,5,,not_checked,0
8b120218-8cb2-4c71-8012-7427a571e461,prca_3,likert5,1,1,,not_checked,0
8b120218-8cb2-4c71-8012-7427a571e461,prca_4,likert5,5,5,,not_checked,0
8b120218-8cb2-4c71-8012-7427a571e461,prca_5,likert5,2,2,,not_checked,0
8b120218-8cb2-4c71-8012-7427a571e461,prca_6,likert5,3,3,,not_checked,0
8b120218-8cb2-4c71-8012-7427a571e461,prca_7,likert5,3,3,,not_checked,0
8b120218-8cb2-4c71-8012-7427a571e461,prca_8,likert5,4,4,,not_checked,0
8b120218-8cb2-4c71-8012-7427a571e461,prca_9,likert5,2,2,,not_checked,0
8b120218-8cb2-4c71-8012-7427a571e461,prca_10,likert5,3,3,,not_checked,0
8b120218-8cb2-4c71-8012-7427a571e461,prca_11,likert5,3,3,,not_checked,0
8b120218-8cb2-4c71-8012-7427a571e461,prca_12,likert5,2,2,,not_checked,0
3e169054-9689-4e07-b6de-d3580e2cb671,prca_1,likert5,5,5,,not_checked,0
3e169054-9689-4e07-b6de-d3580e2cb671,prca_2,likert5,1,1,,not_checked,0
3e169054-9689-4e07-b6de-d3580e2cb671,prca_3,likert5,2,2,,not_checked,0
3e169054-9689-4e07-b6de-d3580e2cb671,prca_4,likert5,2,2,,not_checked,0
3e169054-9689-4e07-b6de-d3580e2cb671,prca_5,likert5,4,4,,not_checked,0
3e169054-9689-4e07-b6de-d3580e2cb671,prca_6,likert5,4,4,,not_checked,0
3e169054-9689-4e07-b6de-d3580e2cb671,prca_7,likert5,4,4,,not_checked,0
3e169054-9689-4e07-b6de-d3580e2cb671,prca_8,likert5,3,3,,not_checked,0
3e169054-9689-4e07-b6de-d3580e2cb671,prca_9,likert5,3,3,,not_checked,0
3e169054-9689-4e07-b6de-d3580e2cb671,prca_10,likert5,3,3,,not_checked,0
3e169054-9689-4e07-b6de-d3580e2cb671,prca_11,likert5,4,4,,not_checked,0
3e169054-9689-4e07-b6de-d3580e2cb671,prca_12,likert5,4,4,,not_checked,0
9241d055-97b4-47a9-a296-99aa8bf40fa7,prca_1,likert5,4,4,,not_checked,0
9241d055-97b4-47a9-a296-99aa8bf40fa7,prca_2,likert5,2,2,,not_checked,0
9241d055-97b4-47a9-a296-99aa8bf40fa7,prca_3,likert5,5,5,,not_checked,0
9241d055-97b4-47a9-a296-99aa8bf40fa7,prca_4,likert5,2,2,,not_checked,0
9241d055-97b4-47a9-a296-99aa8bf40fa7,prca_5,likert5,5,5,,not_checked,0
9241d055-97b4-47a9-a296-99aa8bf40fa7,prca_6,likert5,4,4,,not_checked,0
9241d055-97b4-47a9-a296-99aa8bf40fa7,prca_7,likert5,4,4,,not_checked,0
9241d055-97b4-47a9-a296-99aa8bf40fa7,prca_8,likert5,1,1,,not_checked,0
9241d055-97b4-47a9-a296-99aa8bf40fa7,prca_9,likert5,5,5,,not_checked,0
9241d055-97b4-47a9-a296-99aa8bf40fa7,prca_10,likert5,1,1,,not_checked,0
9241d055-97b4-47a9-a296-99aa8bf40fa7,prca_11,likert5,4,4,,not_checked,0
9241d055-97b4-47a9-a296-99aa8bf40fa7,prca_12,likert5,5,5,,not_checked,0
d4d13709-7594-400d-bf68-5aa1def1e408,prca_1,likert5,3,3,,not_checked,0
d4d13709-7594-400d-bf68-5aa1def1e408,prca_2,likert5,2,2,,not_checked,0
d4d13709-7594-400d-bf68-5aa1def1e408,prca_3,likert5,4,4,,not_checked,0
d4d13709-7594-400d-bf68-5aa1def1e408,prca_4,likert5,2,2,,not_checked,0
d4d13709-7594-400d-bf68-5aa1def1e408,prca_5,likert5,4,4,,not_checked,0
d4d13709-7594-400d-bf68-5aa1def1e408,prca_6,likert5,3,3,,not_checked,0
d4d13709-7594-400d-bf68-5aa1def1e408,prca_7,likert5,4,4,,not_checked,0
d4d13709-7594-400d-bf68-5aa1def1e408,prca_8,likert5,1,1,,not_checked,0
d4d13709-7594-400d-bf68-5aa1def1e408,prca_9,likert5,4,4,,not_checked,0
d4d13709-7594-400d-bf68-5aa1def1e408,prca_10,likert5,1,1,,not_checked,0
d4d13709-7594-400d-bf68-5aa1def1e408,prca_11,likert5,2,2,,not_checked,0
d4d13709-7594-400d-bf68-5aa1def1e408,prca_12,likert5,5,5,,not_checked,0
5524314d-6e44-49a9-a186-ce6da0804ea9,prca_1,likert5,1,1,,not_checked,0
5524314d-6e44-49a9-a186-ce6da0804ea9,prca_2,likert5,2,2,,not_checked,0
5524314d-6e44-49a9-a186-ce6da0804ea9,prca_3,likert5,4,4,,not_checked,0
5524314d-6e44-49a9-a186-ce6da0804ea9,prca_4,likert5,4,4,,not_checked,0
5524314d-6e44-49a9-a186-ce6da0804ea9,prca_5,likert5,2,2,,not_checked,0
5524314d-6e44-49a9-a186-ce6da0804ea9,prca_6,likert5,2,2,,not_checked,0
5524314d-6e44-49a9-a186-ce6da0804ea9,prca_7,likert5,2,2,,not_checked,0
5524314d-6e44-49a9-a186-ce6da0804ea9,prca_8,likert5,4,4,,not_checked,0
5524314d-6e44-49a9-a186-ce6da0804ea9,prca_9,likert5,3,3,,not_checked,0
5524314d-6e44-49a9-a186-ce6da0804ea9,prca_10,likert5,3,3,,not_checked,0
5524314d-6e44-49a9-a186-ce6da0804ea9,prca_11,likert5,3,3,,not_checked,0
5524314d-6e44-49a9-a186-ce6da0804ea9,prca_12,likert5,4,4,,not_checked,0
be85845a-d3e3-41f2-b3a0-f49156818fee,prca_1,likert5,5,5,,not_checked,0
be85845a-d3e3-41f2-b3a0-f49156818fee,prca_2,likert5,4,4,,not_checked,0
be85845a-d3e3-41f2-b3a0-f49156818fee,prca_3,likert5,3,3,,not_checked,0
be85845a-d3e3-41f2-b3a0-f49156818fee,prca_4,likert5,1,1,,not_checked,0
be85845a-d3e3-41f2-b3a0-f49156818fee,prca_5,likert5,5,5,,not_checked,0
be85845a-d3e3-41f2-b3a0-f49156818fee,prca_6,likert5,2,2,,not_checked,0
be85845a-d3e3-41f2-b3a0-f49156818fee,prca_7,likert5,2,2,,not_checked,0
be85845a-d3e3-41f2-b3a0-f49156818fee,prca_8,likert5,2,2,,not_checked,0
be85845a-d3e3-41f2-b3a0-f49156818fee,prca_9,likert5,4,4,,not_checked,0
be85845a-d3e3-41f2-b3a0-f49156818fee,prca_10,likert5,3,3,,not_checked,0
be85845a-d3e3-41f2-b3a0-f49156818fee,prca_11,likert5,1,1,,not_checked,0
be85845a-d3e3-41f2-b3a0-f49156818fee,prca_12,likert5,5,5,,not_checked,0
2288f44e-be60-46f1-95d3-347993a102a8,prca_1,likert5,5,5,,not_checked,0
2288f44e-be60-46f1-95d3-347993a102a8,prca_2,likert5,1,1,,not_checked,0
2288f44e-be60-46f1-95d3-347993a102a8,prca_3,likert5,4,4,,not_checked,0
2288f44e-be60-46f1-95d3-347993a102a8,prca_4,likert5,3,3,,not_checked,0
2288f44e-be60-46f1-95d3-347993a102a8,prca_5,likert5,5,5,,not_checked,0
2288f44e-be60-46f1-95d3-347993a102a8,prca_6,likert5,2,2,,not_checked,0
2288f44e-be60-46f1-95d3-347993a102a8,prca_7,likert5,4,4,,not_checked,0
2288f44e-be60-46f1-95d3-347993a102a8,prca_8,likert5,1,1,,not_checked,0
2288f44e-be60-46f1-95d3-347993a102a8,prca_9,likert5,5,5,,not_checked,0
2288f44e-be60-46f1-95d3-347993a102a8,prca_10,likert5,3,3,,not_checked,0
2288f44e-be60-46f1-95d3-347993a102a8,prca_11,likert5,2,2,,not_checked,0
2288f44e-be60-46f1-95d3-347993a102a8,prca_12,likert5,5,5,,not_checked,0
793efc9c-4c82-4ee1-a0db-d598704e3372,prca_1,likert5,3,3,,not_checked,0
793efc9c-4c82-4ee1-a0db-d598704e3372,prca_2,likert5,2,2,,not_checked,0
793efc9c-4c82-4ee1-a0db-d598704e3372,prca_3,likert5,1,1,,not_checked,0
793efc9c-4c82-4ee1-a0db-d598704e3372,prca_4,likert5,2,2,,not_checked,0
793efc9c-4c82-4ee1-a0db-d598704e3372,prca_5,likert5,4,4,,not_checked,0
793efc9c-4c82-4ee1-a0db-d598704e3372,prca_6,likert5,1,1,,not_checked,0
793efc9c-4c82-4ee1-a0db-d598704e3372,prca_7,likert5,5,5,,not_checked,0
793efc9c-4c82-4ee1-a0db-d598704e3372,prca_8,likert5,2,2,,not_checked,0
793efc9c-4c82-4ee1-a0db-d598704e3372,prca_9,likert5,2,2,,not_checked,0
793efc9c-4c82-4ee1-a0db-d598704e3372,prca_10,likert5,4,4,,not_checked,0
793efc9c-4c82-4ee1-a0db-d598704e3372,prca_11,likert5,1,1,,not_checked,0
793efc9c-4c82-4ee1-a0db-d598704e3372,prca_12,likert5,4,4,,not_checked,0
1a35cd04-9f45-4b6a-bbaa-a71396f62c9f,prca_1,likert5,5,5,,not_checked,0
1a35cd04-9f45-4b6a-bbaa-a71396f62c9f,prca_2,likert5,1,1,,not_checked,0
1a35cd04-9f45-4b6a-bbaa-a71396f62c9f,prca_3,likert5,5,5,,not_checked,0
1a35cd04-9f45-4b6a-bbaa-a71396f62c9f,prca_4,likert5,2,2,,not_checked,0
1a35cd04-9f45-4b6a-bbaa-a71396f62c9f,prca_5,likert5,4,4,,not_checked,0
1a35cd04-9f45-4b6a-bbaa-a71396f62c9f,prca_6,likert5,1,1,,not_checked,0
1a35cd04-9f45-4b6a-bbaa-a71396f62c9f,prca_7,likert5,4,4,,not_checked,0
1a35cd04-9f45-4b6a-bbaa-a71396f62c9f,prca_8,likert5,3,3,,not_checked,0
1a35cd04-9f45-4b6a-bbaa-a71396f62c9f,prca_9,likert5,4,4,,not_checked,0
1a35cd04-9f45-4b6a-bbaa-a71396f62c9f,prca_10,likert5,1,1,,not_checked,0
1a35cd04-9f45-4b6a-bbaa-a71396f62c9f,prca_11,likert5,2,2,,not_checked,0
1a35cd04-9f45-4b6a-bbaa-a71396f62c9f,prca_12,likert5,5,5,,not_checked,0
59d3b19f-d5aa-41d2-9423-6a7861c152e7,prca_1,likert5,4,4,,not_checked,0
59d3b19f-d5aa-41d2-9423-6a7861c152e7,prca_2,likert5,2,2,,not_checked,0
59d3b19f-d5aa-41d2-9423-6a7861c152e7,prca_3,likert5,3,3,,not_checked,0
59d3b19f-d5aa-41d2-9423-6a7861c152e7,prca_4,likert5,3,3,,not_checked,0
59d3b19f-d5aa-41d2-9423-6a7861c152e7,prca_5,likert5,2,2,,not_checked,0
59d3b19f-d5aa-41d2-9423-6a7861c152e7,prca_6,likert5,2,2,,not_checked,0
59d3b19f-d5aa-41d2-9423-6a7861c152e7,prca_7,likert5,5,5,,not_checked,0
59d3b19f-d5aa-41d2-9423-6a7861c152e7,prca_8,likert5,2,2,,not_checked,0
59d3b19f-d5aa-41d2-9423-6a7861c152e7,prca_9,likert5,3,3,,not_checked,0
59d3b19f-d5aa-41d2-9423-6a7861c152e7,prca_10,likert5,2,2,,not_checked,0
59d3b19f-d5aa-41d2-9423-6a7861c152e7,prca_11,likert5,3,3,,not_checked,0
59d3b19f-d5aa-41d2-9423-6a7861c152e7,prca_12,likert5,5,5,,not_checked,0
3a8f7c03-3201-41e7-b4c6-0b7754a03c67,prca_1,likert5,5,5,,not_checked,0
3a8f7c03-3201-41e7-b4c6-0b7754a03c67,prca_2,likert5,3,3,,not_checked,0
3a8f7c03-3201-41e7-b4c6-0b7754a03c67,prca_3,likert5,4,4,,not_checked,0
3a8f7c03-3201-41e7-b4c6-0b7754a03c67,prca_4,likert5,3,3,,not_checked,0
3a8f7c03-3201-41e7-b4c6-0b7754a03c67,prca_5,likert5,3,3,,not_checked,0
3a8f7c03-3201-41e7-b4c6-0b7754a03c67,prca_6,likert5,4,4,,not_checked,0
3a8f7c03-3201-41e7-b4c6-0b7754a03c67,prca_7,likert5,4,4,,not_checked,0
3a8f7c03-3201-41e7-b4c6-0b7754a03c67,prca_8,likert5,4,4,,not_checked,0
3a8f7c03-3201-41e7-b4c6-0b7754a03c67,prca_9,likert5,5,5,,not_checked,0
3a8f7c03-3201-41e7-b4c6-0b7754a03c67,prca_10,likert5,2,2,,not_checked,0
3a8f7c03-3201-41e7-b4c6-0b7754a03c67,prca_11,likert5,1,1,,not_checked,0
3a8f7c03-3201-41e7-b4c6-0b7754a03c67,prca_12,likert5,4,4,,not_checked,0
ec68c882-806f-4172-be7d-57e4c1b87819,prca_1,likert5,2,2,,not_checked,0
ec68c882-806f-4172-be7d-57e4c1b87819,prca_2,likert5,4,4,,not_checked,0
ec68c882-806f-4172-be7d-57e4c1b87819,prca_3,likert5,3,3,,not_checked,0
ec68c882-806f-4172-be7d-57e4c1b87819,prca_4,likert5,3,3,,not_checked,0
ec68c882-806f-4172-be7d-57e4c1b87819,prca_5,likert5,2,2,,not_checked,0
ec68c882-806f-4172-be7d-57e4c1b87819,prca_6,likert5,5,5,,not_checked,0
ec68c882-806f-4172-be7d-57e4c1b87819,prca_7,likert5,3,3,,not_checked,0
ec68c882-806f-4172-be7d-57e4c1b87819,prca_8,likert5,2,2,,not_checked,0
ec68c882-806f-4172-be7d-57e4c1b87819,prca_9,likert5,1,1,,not_checked,0
ec68c882-806f-4172-be7d-57e4c1b87819,prca_10,likert5,4,4,,not_checked,0
ec68c882-806f-4172-be7d-57e4c1b87819,prca_11,likert5,4,4,,not_checked,0
ec68c882-806f-4172-be7d-57e4c1b87819,prca_12,likert5,3,3,,not_checked,0
4873203b-1443-4c07-9342-88176a83ca0e,prca_1,likert5,1,1,,not_checked,0
4873203b-1443-4c07-9342-88176a83ca0e,prca_2,likert5,4,4,,not_checked,0
4873203b-1443-4c07-9342-88176a83ca0e,prca_3,likert5,2,2,,not_checked,0
4873203b-1443-4c07-9342-88176a83ca0e,prca_4,likert5,3,3,,not_checked,0
4873203b-1443-4c07-9342-88176a83ca0e,prca_5,likert5,3,3,,not_checked,0
4873203b-1443-4c07-9342-88176a83ca0e,prca_6,likert5,5,5,,not_checked,0
4873203b-1443-4c07-9342-88176a83ca0e,prca_7,likert5,2,2,,not_checked,0
4873203b-1443-4c07-9342-88176a83ca0e,prca_8,likert5,5,5,,not_checked,0
4873203b-1443-4c07-9342-88176a83ca0e,prca_9,likert5,2,2,,not_checked,0
4873203b-1443-4c07-9342-88176a83ca0e,prca_10,likert5,5,5,,not_checked,0
4873203b-1443-4c07-9342-88176a83ca0e,prca_11,likert5,2,2,,not_checked,0
4873203b-1443-4c07-9342-88176a83ca0e,prca_12,likert5,1,1,,not_checked,0
5b5114a3-e786-4c3d-9c65-34da5985feb9,prca_1,likert5,2,2,,not_checked,0
5b5114a3-e786-4c3d-9c65-34da5985feb9,prca_2,likert5,3,3,,not_checked,0
5b5114a3-e786-4c3d-9c65-34da5985feb9,prca_3,likert5,3,3,,not_checked,0
5b5114a3-e786-4c3d-9c65-34da5985feb9,prca_4,likert5,4,4,,not_checked,0
5b5114a3-e786-4c3d-9c65-34da5985feb9,prca_5,likert5,2,2,,not_checked,0
5b5114a3-e786-4c3d-9c65-34da5985feb9,prca_6,likert5,4,4,,not_checked,0
5b5114a3-e786-4c3d-9c65-34da5985feb9,prca_7,likert5,4,4,,not_checked,0
5b5114a3-e786-4c3d-9c65-34da5985feb9,prca_8,likert5,4,4,,not_checked,0
5b5114a3-e786-4c3d-9c65-34da5985feb9,prca_9,likert5,2,2,,not_checked,0
5b5114a3-e786-4c3d-9c65-34da5985feb9,prca_10,likert5,4,4,,not_checked,0
5b5114a3-e786-4c3d-9c65-34da5985feb9,prca_11,likert5,3,3,,not_checked,0
5b5114a3-e786-4c3d-9c65-34da5985feb9,prca_12,likert5,3,3,,not_checked,0
ab3903d0-7d98-4533-95b0-56e2d42eb342,prca_1,likert5,2,2,,not_checked,0
ab3903d0-7d98-4533-95b0-56e2d42eb342,prca_2,likert5,4,4,,not_checked,0
ab3903d0-7d98-4533-95b0-56e2d42eb342,prca_3,likert5,4,4,,not_checked,0
ab3903d0-7d98-4533-95b0-56e2d42eb342,prca_4,likert5,2,2,,not_checked,0
ab3903d0-7d98-4533-95b0-56e2d42eb342,prca_5,likert5,3,3,,not_checked,0
ab3903d0-7d98-4533-95b0-56e2d42eb342,prca_6,likert5,3,3,,not_checked,0
ab3903d0-7d98-4533-95b0-56e2d42eb342,prca_7,likert5,3,3,,not_checked,0
ab3903d0-7d98-4533-95b0-56e2d42eb342,prca_8,likert5,1,1,,not_checked,0
ab3903d0-7d98-4533-95b0-56e2d42eb342,prca_9,likert5,2,2,,not_checked,0
ab3903d0-7d98-4533-95b0-56e2d42eb342,prca_10,likert5,3,3,,not_checked,0
ab3903d0-7d98-4533-95b0-56e2d42eb342,prca_11,likert5,3,3,,not_checked,0
ab3903d0-7d98-4533-95b0-56e2d42eb342,prca_12,likert5,4,4,,not_checked,0
fca625cd-8e8f-419d-9f8d-3c48ece0b4c2,prca_1,likert5,1,1,,not_checked,0
fca625cd-8e8f-419d-9f8d-3c48ece0b4c2,prca_2,likert5,2,2,,not_checked,0
fca625cd-8e8f-419d-9f8d-3c48ece0b4c2,prca_3,likert5,4,4,,not_checked,0
fca625cd-8e8f-419d-9f8d-3c48ece0b4c2,prca_4,likert5,2,2,,not_checked,0
fca625cd-8e8f-419d-9f8d-3c48ece0b4c2,prca_5,likert5,3,3,,not_checked,0
fca625cd-8e8f-419d-9f8d-3c48ece0b4c2,prca_6,likert5,2,2,,not_checked,0
fca625cd-8e8f-419d-9f8d-3c48ece0b4c2,prca_7,likert5,3,3,,not_checked,0
