resid,model,race,first_gen,financial_status,high_school,age,grades,trouble,gender,job_status,alcohol,smoking,hobbies,major,sociability,homesickness,communication,honesty,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16
f179345f-45a1-4be8-82bb-607e3dce8375,mistral:latest,multiracial,first_gen,pell_eligible,private,23,low,often,female,part_time,abstains,neither,music,business,social,often,excellent,always,4,1,3,3,3,2,3,4,3,3,1,4,4,4,3,3
5d81520d-b0e3-4109-a347-29fea6707eba,mistral:latest,white,non_first_gen,family_pays,public,17,modest,rarely,male,part_time,abstains,vapes,other,engineering,social,often,empty,always,4,1,3,3,3,3,3,4,3,3,3,3,3,3,3,3
431ddd3a-a0a0-462c-b441-e4829a313d02,mistral:latest,white,first_gen,pell_eligible,private,19,modest,sometimes,female,part_time,abstains,vapes,games,engineering,social,never,empty,usually,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3
df3eb6ef-173a-482d-9750-3f485c60e4fb,mistral:latest,asian,first_gen,pell_eligible,public,19,good,never,male,unemployed,abstains,smokes,other,science,social,never,empty,always,5,1,5,1,4,2,3,4,5,2,1,3,4,3,3,3
6fe85eb7-9abe-452f-a47f-94db54be509d,mistral:latest,black,non_first_gen,pell_eligible,public,20,modest,never,male,full_time,drinks,vapes,sports,arts,reserved,never,empty,usually,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3
8b604b70-2c6e-497b-8f77-ea33064cffa0,mistral:latest,black,non_first_gen,loans,public,23,low,often,female,full_time,drinks,vapes,arts,math,social,never,articulate,usually,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3
6e90ee2d-54fe-4e12-910b-9af0895eca06,mistral:latest,white,first_gen,pell_eligible,public,18,great,often,female,part_time,abstains,vapes,arts,business,reserved,often,empty,usually,4,2,3,3,3,2,3,4,3,3,3,3,3,3,3,3
01611899-7887-43a6-92b2-8a254b5900ae,mistral:latest,multiracial,non_first_gen,family_pays,private,21,modest,often,male,part_time,abstains,vapes,arts,business,social,often,apprehensive,always,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3
d32c7eb8-e11f-4fef-bee0-0e5b4df45af8,mistral:latest,multiracial,non_first_gen,loans,private,16,modest,never,male,part_time,drinks,neither,other,engineering,social,often,articulate,usually,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3
7a58eff3-42c9-4449-b40d-c28abe69c35d,mistral:latest,multiracial,non_first_gen,loans,public,20,low,sometimes,male,full_time,drinks,vapes,music,arts,reserved,often,excellent,always,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3
86373b8c-7a84-4ead-b3d4-5970333ea5ba,mistral:latest,asian,first_gen,family_pays,private,21,low,sometimes,female,unemployed,drinks,vapes,games,math,social,often,articulate,always,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3
