Unnamed: 0,resid,model,race,first_gen,financial_status,high_school,age,grades,trouble,gender,job_status,alcohol,smoking,hobbies,major,sociability,homesickness,communication,honesty,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12
29,ae563a65-5335-4d17-aff6-eed2e9a1c1ec,llama3.2:latest,black,non_first_gen,loans,private,22,good,often,male,full_time,abstains,smokes,music,arts,social,never,apprehensive,usually,,3,2,2,4,4,4,4,2,5,2,3
30,df8f44c9-46f0-491b-bcdb-529b9dea3762,llama3.2:latest,white,non_first_gen,family_pays,public,17,modest,never,female,unemployed,abstains,neither,sports,science,reserved,never,articulate,always,2,4,2,2,3,4,2,3,2,4,2,2
31,2077804a-f0c5-4cb4-9fe8-303a5a6a1441,llama3.2:latest,black,non_first_gen,pell_eligible,public,22,modest,often,female,full_time,drinks,smokes,other,science,social,never,articulate,usually,2,,2,4,2,4,2,3,2,4,,
32,71b6f8e1-3d61-4b85-9b4a-f1d086a34df3,llama3.2:latest,black,first_gen,pell_eligible,public,16,low,never,male,unemployed,abstains,vapes,other,engineering,social,often,struggles,usually,3,,2,3,2,4,2,4,2,4,2,2
33,3f25f38d-3e3a-498b-bdca-2bea215461cd,llama3.2:latest,black,first_gen,loans,private,17,great,rarely,male,unemployed,drinks,smokes,sports,science,social,never,apprehensive,always,2,,2,1,4,4,2,4,3,3,4,2
34,f6ba31f8-cb6d-46aa-bce6-a27b85b25309,llama3.2:latest,asian,non_first_gen,pell_eligible,public,23,low,rarely,female,part_time,abstains,smokes,sports,engineering,social,often,apprehensive,usually,2,4,2,4,4,4,4,4,4,2,2,2
35,1f837ae8-1d5a-468f-b2a7-18987e8d2359,llama3.2:latest,black,non_first_gen,family_pays,public,22,good,rarely,female,part_time,drinks,neither,sports,science,social,often,articulate,usually,2,2,4,2,2,4,2,4,2,4,4,2
36,d3e3e6dc-c8ed-4e3a-98e6-682143f0a89a,llama3.2:latest,black,non_first_gen,pell_eligible,public,16,low,often,female,unemployed,abstains,smokes,games,math,social,never,empty,usually,2,,2,4,2,,2,,2,,,
37,421e801c-e577-40a6-b8d3-72f4ab800b1a,llama3.2:latest,multiracial,first_gen,family_pays,public,17,low,never,female,full_time,abstains,smokes,arts,science,reserved,never,apprehensive,always,2,4,4,2,4,4,4,4,3,4,4,2
38,889fc201-68c3-4013-918d-83c9ab37c016,llama3.2:latest,multiracial,non_first_gen,family_pays,public,21,modest,sometimes,female,unemployed,abstains,vapes,other,engineering,social,never,struggles,always,2,3,4,2,3,2,3,2,4,4,2,2
39,65ed3e87-a611-48f3-ba1e-97991689da92,llama3.2:latest,multiracial,first_gen,pell_eligible,public,20,low,rarely,female,full_time,drinks,neither,sports,engineering,social,often,empty,always,2,4,2,3,3,2,2,2,2,4,2,2
40,312d5aca-b30d-4798-bd32-31be1d968947,llama3.2:latest,black,non_first_gen,family_pays,public,20,great,never,female,full_time,abstains,neither,sports,math,social,never,excellent,always,2,2,2,2,2,2,2,1,2,4,2,2
41,2874ea8f-0f9d-4b68-af26-3a2b69f82335,llama3.2:latest,black,non_first_gen,loans,public,19,low,sometimes,male,full_time,abstains,smokes,games,science,social,never,struggles,usually,2,1,4,4,2,4,2,2,2,4,4,2
42,4da91e7f-a9ee-4106-9eea-80ca21d0a159,llama3.2:latest,black,non_first_gen,loans,private,23,low,sometimes,male,part_time,abstains,neither,other,business,reserved,often,struggles,usually,2,4,4,4,4,4,4,4,2,3,4,3
43,1993b8da-3229-41df-bd29-51a3d13530a2,llama3.2:latest,asian,first_gen,pell_eligible,private,21,great,never,male,part_time,abstains,smokes,arts,science,social,often,empty,always,2,2,4,2,3,4,2,1,3,4,4,3
44,8098fefa-2df1-46aa-bd52-2e406cf5127b,llama3.2:latest,white,first_gen,pell_eligible,private,23,low,often,female,part_time,abstains,vapes,arts,arts,reserved,never,empty,always,2,4,2,2,2,4,2,2,2,4,2,
45,6a79755e-82a5-4f80-ae1f-7dabea641dc6,llama3.2:latest,asian,non_first_gen,family_pays,public,23,modest,often,female,full_time,drinks,vapes,games,engineering,social,never,struggles,always,2,2,4,4,,4,2,4,2,4,4,2
46,eca5a6ed-aaa7-468a-b003-adb0da2b2104,llama3.2:latest,asian,non_first_gen,family_pays,public,18,great,often,female,part_time,abstains,neither,other,arts,social,often,excellent,usually,2,2,4,2,4,4,2,1,2,2,2,4
47,6aace741-0463-461b-a2ca-d96548f8e4b1,llama3.2:latest,white,first_gen,family_pays,public,22,modest,rarely,male,full_time,abstains,vapes,games,business,social,often,articulate,usually,2,2,2,3,2,4,2,4,3,4,4,2
48,61374d8f-982f-4343-afd4-4ce3d636fe98,llama3.2:latest,white,first_gen,pell_eligible,public,17,low,rarely,female,full_time,abstains,neither,other,math,reserved,never,empty,usually,3,4,2,3,3,,2,,,2,2,2
49,c7b8921a-38e0-4ca9-8d71-d3098025dbbb,llama3.2:latest,white,non_first_gen,family_pays,private,16,low,never,female,unemployed,abstains,smokes,sports,arts,reserved,often,struggles,always,2,4,4,,4,4,4,4,3,4,2,
50,9426a4c9-093d-4043-888b-9077f75bb9bc,llama3.2:latest,asian,first_gen,loans,private,16,great,rarely,male,full_time,abstains,vapes,games,math,social,never,excellent,always,2,2,,2,3,4,2,2,2,4,2,2
51,f03e98d3-f83a-4290-9bef-23fff5dec8f2,llama3.2:latest,black,non_first_gen,family_pays,public,19,great,sometimes,female,unemployed,drinks,vapes,games,math,reserved,often,articulate,usually,2,,4,4,2,4,2,,3,,4,2
52,7e0e0642-7f98-4c4f-b50d-87fa43b3d3f3,llama3.2:latest,multiracial,non_first_gen,loans,private,23,modest,sometimes,male,unemployed,drinks,neither,music,arts,social,never,articulate,always,2,3,2,2,2,4,2,3,2,4,2,3
53,7527f91f-a65e-4949-91ef-e55a7f5a08f5,llama3.2:latest,multiracial,non_first_gen,family_pays,public,23,modest,rarely,female,part_time,abstains,neither,arts,arts,social,never,excellent,always,2,2,2,2,2,2,2,2,2,3,2,2
54,729dccbc-fd08-4be3-a4b7-bd0b72dbab32,llama3.2:latest,asian,non_first_gen,pell_eligible,private,16,good,sometimes,female,part_time,abstains,vapes,other,business,social,often,excellent,usually,3,2,4,2,2,4,2,2,4,4,4,2
55,3ddf1df0-08c4-429f-bd43-6f76822ff98b,llama3.2:latest,black,non_first_gen,family_pays,private,18,great,often,male,part_time,drinks,neither,sports,math,social,often,struggles,always,2,2,4,4,2,2,3,4,2,4,2,2
56,ddda60cd-e931-4d17-a52b-e0f4f8cdd31f,llama3.2:latest,white,first_gen,loans,private,20,good,sometimes,female,part_time,abstains,vapes,arts,engineering,reserved,never,apprehensive,always,2,2,3,,4,4,3,4,2,4,2,3
57,85345057-76de-406c-863b-c97a1b8465b7,llama3.2:latest,white,non_first_gen,loans,private,18,good,never,male,unemployed,abstains,neither,sports,business,social,often,apprehensive,usually,2,4,3,3,2,4,2,3,4,4,4,2
58,7b30f129-80a1-4b40-b2b9-88a6ac31f420,llama3.2:latest,asian,first_gen,loans,private,16,low,rarely,female,full_time,abstains,neither,games,arts,social,never,struggles,usually,2,4,3,,2,4,2,4,,2,3,4
59,11aa59bb-2494-4b1b-8832-b8edf3cdbeb4,llama3.2:latest,asian,first_gen,family_pays,public,22,good,rarely,male,part_time,abstains,vapes,music,business,reserved,often,apprehensive,always,2,3,4,4,4,4,3,4,2,4,4,3
60,ad6020e5-b7f6-4146-82f1-6a2fea3f3e25,llama3.2:latest,multiracial,non_first_gen,loans,private,20,great,never,female,part_time,drinks,smokes,sports,business,social,often,empty,usually,2,2,2,4,2,4,2,2,2,4,,2
61,61b8463c-2ff6-452e-b7f4-f251f94cf56a,llama3.2:latest,white,non_first_gen,family_pays,public,17,great,often,male,full_time,drinks,smokes,other,science,reserved,never,empty,usually,3,,2,,,,2,,,,,
62,13e13d32-6a8d-4d2e-a7ca-029e70fb95db,llama3.2:latest,black,first_gen,pell_eligible,public,20,low,often,female,full_time,abstains,neither,other,math,social,never,excellent,always,2,2,2,2,2,2,4,2,2,2,2,2
63,6c52b274-715c-4811-b189-d58693ea53d5,llama3.2:latest,black,first_gen,pell_eligible,private,17,modest,never,male,full_time,drinks,neither,sports,science,social,often,empty,usually,3,,3,3,2,,2,3,2,4,,2
64,5e5f5990-3947-4641-bee4-68de70f6c484,llama3.2:latest,black,non_first_gen,family_pays,public,18,great,rarely,female,full_time,abstains,neither,arts,business,social,often,apprehensive,usually,2,2,4,4,3,4,2,4,2,4,4,2
65,77110fda-b505-4835-9975-34a0e511861e,llama3.2:latest,asian,first_gen,family_pays,private,20,modest,never,male,unemployed,drinks,neither,games,arts,reserved,often,articulate,always,2,4,2,4,2,4,4,2,2,4,2,2
66,ed81ce9d-c0ca-4965-8c79-3b7ec65f46dd,llama3.2:latest,multiracial,first_gen,family_pays,private,23,modest,sometimes,male,full_time,drinks,vapes,games,arts,reserved,never,empty,usually,3,3,3,4,2,4,2,2,4,3,3,2
67,b6476522-bfc1-43b1-9881-89d044b05ba8,llama3.2:latest,white,first_gen,family_pays,private,22,great,often,male,full_time,drinks,vapes,other,science,social,never,apprehensive,usually,2,,4,3,2,2,4,3,2,4,2,4
68,5b25c7db-ba1c-491a-bd4f-873b53f55191,llama3.2:latest,white,first_gen,pell_eligible,public,20,great,sometimes,male,part_time,drinks,vapes,music,arts,social,never,excellent,always,2,1,4,2,2,4,3,2,2,2,2,2
69,1eb98750-25b9-4887-a1b6-2016f130d3b7,llama3.2:latest,white,first_gen,pell_eligible,private,22,good,sometimes,male,full_time,abstains,smokes,games,business,reserved,never,struggles,always,3,4,2,,4,4,4,2,2,4,4,4
70,5c3c411f-4d18-4d46-8520-f08a3b0fb338,llama3.2:latest,asian,first_gen,family_pays,private,17,great,rarely,female,full_time,drinks,smokes,arts,engineering,social,often,articulate,always,2,2,2,2,2,2,2,4,2,4,1,3
71,58991717-9037-4969-be9d-80e525149a40,llama3.2:latest,white,non_first_gen,pell_eligible,public,23,great,never,female,unemployed,drinks,neither,sports,math,reserved,often,struggles,usually,2,,3,4,2,3,2,3,2,3,,1
72,7ef115f4-4d51-4cf8-bb17-5085feb2eb8f,llama3.2:latest,white,first_gen,loans,public,21,great,sometimes,female,unemployed,drinks,neither,arts,engineering,social,never,excellent,usually,2,1,4,2,2,2,2,,2,4,2,2
73,caba136b-d1fa-421a-b7f6-324d255eefd0,llama3.2:latest,multiracial,non_first_gen,pell_eligible,private,18,low,sometimes,male,part_time,abstains,vapes,music,engineering,reserved,often,apprehensive,usually,2,3,3,4,3,4,4,4,4,4,4,2
74,aea1b366-c73c-43fb-ab2f-ae2c2b5af23e,llama3.2:latest,black,first_gen,family_pays,private,18,low,sometimes,female,unemployed,drinks,vapes,games,engineering,reserved,often,apprehensive,usually,2,4,3,,3,3,2,3,4,4,4,2
75,5cf37902-5c08-40c8-9c67-7bc46e970cb6,llama3.2:latest,asian,non_first_gen,loans,private,17,great,sometimes,female,full_time,drinks,vapes,other,engineering,reserved,never,excellent,always,2,2,2,2,2,4,2,2,4,4,3,
76,87046abe-b657-4cb4-9e3b-22eecb4cd324,llama3.2:latest,multiracial,first_gen,loans,private,17,modest,rarely,female,unemployed,abstains,smokes,arts,engineering,reserved,often,articulate,usually,2,4,4,4,2,3,3,2,4,4,4,2
77,37e46290-6925-4ca2-b6a2-fa7136911778,llama3.2:latest,white,non_first_gen,pell_eligible,private,20,good,never,male,unemployed,abstains,smokes,other,business,social,often,excellent,always,2,2,2,2,2,2,2,2,3,4,2,4
78,83b1a240-2583-4a69-9d28-5278ad40d6f9,llama3.2:latest,asian,non_first_gen,pell_eligible,public,22,good,never,female,part_time,abstains,smokes,arts,math,reserved,never,excellent,always,2,3,2,2,2,4,2,2,2,3,2,2
79,9613fe7c-26ab-438f-9ef7-b75bccabc990,llama3.2:latest,white,non_first_gen,loans,public,16,good,often,male,unemployed,drinks,neither,sports,business,social,never,apprehensive,always,2,,4,2,2,4,2,4,2,4,4,2
80,615d29a7-f66c-4a9b-b0a7-518f81150c42,llama3.2:latest,black,first_gen,pell_eligible,private,19,modest,often,male,full_time,abstains,neither,games,business,social,often,excellent,usually,2,4,4,2,2,4,2,2,2,4,4,4
81,e2458b4c-bc6e-41fa-af8a-028074181474,llama3.2:latest,black,non_first_gen,pell_eligible,public,20,great,sometimes,female,part_time,abstains,vapes,music,engineering,social,often,empty,usually,2,3,2,4,3,4,2,,2,4,2,2
82,60c672a3-b65a-4106-b277-201b75bc6aa4,llama3.2:latest,white,first_gen,family_pays,public,17,modest,often,female,part_time,drinks,neither,music,business,social,often,apprehensive,usually,2,3,4,2,2,3,4,3,4,4,4,3
83,3550342f-4989-46c5-9738-c58ce499c3a2,llama3.2:latest,asian,non_first_gen,pell_eligible,private,21,good,rarely,male,unemployed,drinks,vapes,games,math,social,often,articulate,usually,3,2,2,2,2,4,2,2,3,4,3,2
84,a65dc8bf-ea60-4dbb-8c80-14836d0c2b8c,llama3.2:latest,multiracial,non_first_gen,pell_eligible,private,22,good,sometimes,female,unemployed,drinks,vapes,games,business,reserved,never,articulate,usually,2,2,4,4,2,4,2,4,3,2,4,2
85,6d06c386-3588-4acb-a21d-d3e41128ab7e,llama3.2:latest,multiracial,non_first_gen,pell_eligible,private,22,great,sometimes,male,part_time,drinks,vapes,sports,science,social,never,excellent,usually,3,2,2,2,4,4,2,2,4,4,2,2
86,59f8002c-0a65-40f2-8ce7-c1301bc71622,llama3.2:latest,multiracial,first_gen,loans,private,17,modest,often,male,part_time,abstains,vapes,music,math,reserved,often,excellent,always,2,4,3,4,2,3,4,2,2,2,4,2
87,2e037ef3-ee37-4627-a560-9252a91f06ba,llama3.2:latest,black,non_first_gen,loans,private,21,great,never,female,unemployed,drinks,neither,other,arts,reserved,never,articulate,usually,2,2,2,2,3,2,2,4,2,4,2,2
88,b1f54f4f-ff8f-4c06-b038-4d9fa397882a,llama3.2:latest,white,first_gen,loans,public,22,modest,rarely,male,part_time,drinks,neither,music,math,reserved,never,empty,always,2,2,3,4,2,3,3,2,4,4,2,2
89,e009cfba-1bb0-4680-b40c-d10ffce931a0,llama3.2:latest,asian,non_first_gen,family_pays,private,18,good,sometimes,female,full_time,drinks,vapes,arts,science,reserved,often,empty,usually,4,,4,,2,4,2,3,2,3,,3
90,157c461c-0d50-44f2-8b46-6919b0db3c81,llama3.2:latest,multiracial,non_first_gen,family_pays,public,20,modest,sometimes,female,unemployed,abstains,neither,sports,science,social,never,empty,always,2,2,4,2,2,2,2,2,2,2,2,2
91,d3836cc6-c218-42b4-851b-36dbb1c7bf0b,llama3.2:latest,black,first_gen,pell_eligible,private,21,good,rarely,female,full_time,abstains,vapes,other,engineering,social,never,empty,always,2,2,2,2,3,2,2,2,2,3,2,2
92,7583b314-6ec1-4162-b599-332951aab80e,llama3.2:latest,black,first_gen,pell_eligible,private,21,good,often,female,unemployed,abstains,vapes,sports,science,social,never,articulate,always,2,2,2,2,2,2,2,1,2,3,2,2
93,2df56c25-69d3-4eb4-a87e-f53a05fdbd59,llama3.2:latest,multiracial,first_gen,family_pays,private,23,great,often,male,unemployed,drinks,vapes,arts,engineering,social,often,apprehensive,usually,3,3,2,4,2,3,3,3,3,3,4,4
94,77319b82-5f90-426e-aa43-c07edfa672d0,llama3.2:latest,multiracial,non_first_gen,family_pays,private,20,good,never,male,part_time,drinks,neither,games,science,reserved,never,apprehensive,always,2,4,2,2,4,4,4,4,2,2,2,4
95,a728530b-0246-4cf7-bee6-9eaf438c4412,llama3.2:latest,asian,first_gen,family_pays,private,20,great,rarely,male,part_time,abstains,neither,games,engineering,reserved,never,excellent,usually,2,2,2,2,2,2,2,1,2,2,2,3
96,f1590d3f-95a3-4466-8ac2-9bc0cf7574f4,llama3.2:latest,asian,non_first_gen,pell_eligible,public,19,low,sometimes,male,part_time,abstains,smokes,other,science,social,often,struggles,always,2,4,2,4,4,4,2,2,3,4,2,2
97,84d9ff7f-9f56-4580-8e04-feaa63fc9216,llama3.2:latest,multiracial,first_gen,loans,private,21,low,never,male,part_time,drinks,neither,music,math,social,often,articulate,always,2,2,4,2,3,2,2,2,2,3,2,2
98,efcbc958-82cd-4c6b-862e-a1c7dbff9b49,llama3.2:latest,multiracial,first_gen,family_pays,public,19,great,never,female,unemployed,drinks,neither,other,science,social,often,excellent,usually,2,2,2,2,2,2,2,4,4,2,1,4
99,be21b4cf-304a-4c32-8bbd-ff00e945c1a7,llama3.2:latest,black,non_first_gen,family_pays,public,19,low,often,male,part_time,abstains,neither,games,arts,social,often,empty,usually,2,,4,3,4,4,2,3,2,4,2,2
