Unnamed: 0,resid,model,race,first_gen,financial_status,high_school,age,grades,trouble,gender,job_status,alcohol,smoking,hobbies,major,sociability,homesickness,communication,honesty,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12
20,b711663d-3630-4296-98fb-1817905b8d9d,llama3.2:latest,multiracial,non_first_gen,loans,public,20,low,never,female,part_time,abstains,smokes,arts,engineering,reserved,never,excellent,usually,2,4,3,2,3,4,3,3,3,2,1,4
21,bb7b8c92-0fc3-46cc-92ad-6c80d6da2697,llama3.2:latest,multiracial,first_gen,loans,public,19,good,never,male,part_time,abstains,vapes,music,engineering,social,often,struggles,usually,3,4,5,4,4,1,4,4,4,3,3,4
22,5674eff5-6a1f-458f-9e66-6eb8d4fc69ed,llama3.2:latest,multiracial,first_gen,pell_eligible,public,23,great,never,female,part_time,drinks,smokes,music,engineering,social,often,struggles,usually,3,3,2,3,4,4,3,3,4,3,2,3
23,c475cb7f-ef40-457d-98cf-c0b7d135be2a,llama3.2:latest,asian,non_first_gen,loans,private,20,low,sometimes,female,part_time,drinks,vapes,other,engineering,reserved,often,articulate,usually,3,3,2,3,5,3,3,4,4,3,4,3
24,c92a27b8-7f97-40c5-a6e3-39e86692ef7e,llama3.2:latest,black,first_gen,pell_eligible,public,16,great,often,male,full_time,drinks,smokes,music,arts,social,never,articulate,usually,3,,4,,4,,,,4,2,5,
25,291226b4-659d-486a-b026-23081680a456,llama3.2:latest,black,non_first_gen,pell_eligible,public,19,low,often,female,unemployed,abstains,vapes,arts,science,social,never,excellent,always,2,3,2,1,5,4,4,1,3,2,1,3
26,c50624d8-0af3-4580-b16e-d863ad761e82,llama3.2:latest,white,non_first_gen,family_pays,private,18,modest,rarely,female,unemployed,drinks,vapes,other,science,reserved,often,struggles,usually,2,,4,,4,4,4,,4,3,,
27,5fe891da-ebe5-462b-b4d1-26da22be86c2,llama3.2:latest,white,first_gen,family_pays,private,21,low,rarely,female,part_time,abstains,neither,games,engineering,social,often,apprehensive,always,2,4,2,4,2,4,4,4,4,3,4,3
28,de8773f0-f0ed-455e-97f2-5632e128de0f,llama3.2:latest,white,first_gen,loans,public,22,good,never,male,unemployed,abstains,smokes,games,engineering,reserved,never,struggles,usually,2,4,4,2,4,3,4,3,3,4,1,4
29,70e38b31-3e56-45bc-8790-745f75dd8bf0,llama3.2:latest,multiracial,non_first_gen,family_pays,private,18,low,sometimes,male,part_time,abstains,smokes,sports,science,social,never,articulate,always,2,4,5,3,5,1,5,4,2,3,1,2
30,93de91f3-7104-4900-af48-99af85f81086,llama3.2:latest,asian,first_gen,loans,private,20,great,sometimes,female,full_time,drinks,neither,sports,arts,social,never,struggles,usually,2,4,5,2,4,1,4,1,5,2,1,2
31,713e1a72-8236-44b3-9fe7-479e3aba877b,llama3.2:latest,asian,first_gen,pell_eligible,public,22,modest,rarely,female,part_time,abstains,neither,games,science,social,never,apprehensive,usually,2,4,3,2,3,4,3,2,4,4,3,4
32,c39baaef-896f-4e12-ad42-32091d4f5d48,llama3.2:latest,asian,non_first_gen,family_pays,private,17,modest,rarely,female,part_time,drinks,smokes,games,science,social,never,excellent,usually,4,2,4,2,4,2,5,4,3,2,1,3
33,ff3dd047-b423-4479-b668-b54142c7bc51,llama3.2:latest,asian,first_gen,family_pays,public,18,good,rarely,male,full_time,drinks,vapes,other,arts,reserved,often,excellent,always,2,4,4,3,3,4,3,3,4,3,1,2
34,e5e8c456-c13b-479f-b699-234ea91765ff,llama3.2:latest,black,non_first_gen,loans,public,20,low,sometimes,female,full_time,drinks,neither,music,engineering,reserved,often,articulate,always,2,4,2,4,5,4,5,1,2,4,4,3
35,c38540c3-8d83-4bc3-93ae-946b2f0d3f0a,llama3.2:latest,black,non_first_gen,loans,private,23,good,often,male,part_time,abstains,vapes,games,engineering,social,often,excellent,usually,,2,4,2,4,2,4,3,,3,1,3
36,4392f5f1-ef94-43e1-a5bc-94ce2fb7d659,llama3.2:latest,multiracial,first_gen,family_pays,public,19,low,sometimes,female,unemployed,drinks,vapes,music,engineering,social,often,articulate,always,2,4,2,4,2,4,2,4,3,3,1,2
37,66872723-b84c-490a-a56d-9bc21945d54a,llama3.2:latest,multiracial,non_first_gen,loans,private,20,great,sometimes,female,unemployed,abstains,vapes,arts,engineering,reserved,often,excellent,always,2,4,5,1,4,4,3,3,4,1,1,4
38,441f6675-ef13-44cc-b478-872c80a42d09,llama3.2:latest,asian,first_gen,loans,public,16,modest,never,male,part_time,abstains,vapes,games,math,social,never,empty,usually,3,3,3,2,4,2,3,,4,3,,
39,9d6ef73f-d18a-4203-a1ec-c148e2a337a7,llama3.2:latest,multiracial,first_gen,loans,public,17,low,never,male,full_time,drinks,vapes,arts,science,reserved,often,excellent,always,2,4,3,4,2,4,5,4,2,3,3,3
40,89fe33d7-5aee-4e9f-9eee-da8e5af3427f,llama3.2:latest,white,non_first_gen,family_pays,private,18,modest,sometimes,female,unemployed,abstains,neither,games,math,reserved,never,articulate,usually,2,4,4,2,3,3,5,1,4,4,2,4
41,6307fac5-68a1-4748-af10-1cf20dda0c80,llama3.2:latest,asian,non_first_gen,family_pays,private,19,great,never,female,part_time,drinks,neither,arts,arts,social,often,empty,always,2,3,4,3,5,2,3,5,3,4,2,3
42,659e6a05-4527-4a00-aa25-a3112ef6e063,llama3.2:latest,asian,non_first_gen,family_pays,public,16,great,rarely,male,full_time,abstains,vapes,sports,math,reserved,often,empty,usually,2,,,3,2,4,5,3,4,3,2,3
43,17faa067-6757-4157-975e-1f9a8b8147e6,llama3.2:latest,black,first_gen,family_pays,public,23,good,rarely,male,unemployed,drinks,vapes,music,business,reserved,often,struggles,usually,2,4,3,3,5,1,,4,4,1,1,3
44,84c03d42-01d9-41af-9942-813c6b4bc9ef,llama3.2:latest,black,non_first_gen,pell_eligible,private,16,great,sometimes,male,full_time,drinks,smokes,music,science,reserved,never,articulate,always,2,1,5,2,,1,,,3,2,1,3
45,d347918c-9440-4575-80ac-8d7a5aedd05a,llama3.2:latest,black,first_gen,loans,public,22,modest,never,male,full_time,drinks,neither,games,engineering,social,never,excellent,always,2,2,3,3,3,1,3,1,3,4,3,2
46,bc161039-6eba-4c6c-8764-66b3cfba595f,llama3.2:latest,asian,first_gen,loans,private,23,great,sometimes,female,full_time,abstains,vapes,games,arts,reserved,often,excellent,usually,2,3,3,2,5,4,5,3,4,3,1,5
47,baa37ca6-8acb-47a1-962c-383241a734e3,llama3.2:latest,asian,first_gen,pell_eligible,private,22,great,never,male,full_time,drinks,neither,games,engineering,reserved,never,excellent,always,2,1,3,4,3,3,3,1,2,4,2,3
48,991f67bd-b383-4708-92ec-b6369a25583d,llama3.2:latest,multiracial,non_first_gen,pell_eligible,public,17,modest,sometimes,male,part_time,drinks,smokes,arts,science,reserved,never,apprehensive,always,3,3,4,3,3,4,2,4,3,3,1,3
49,86bf5dbc-644c-485e-9be6-ba0fc0a7a976,llama3.2:latest,multiracial,non_first_gen,family_pays,public,23,modest,rarely,male,part_time,drinks,smokes,sports,arts,reserved,often,empty,always,2,4,2,3,4,3,3,4,3,4,3,3
50,87637a76-7631-4654-9e12-003a1625c739,llama3.2:latest,white,non_first_gen,family_pays,private,21,great,often,male,unemployed,drinks,smokes,sports,arts,social,often,articulate,always,2,2,,2,4,3,5,2,5,,,
51,d0c29de6-d6ce-4519-a09d-5f1a9827ab2e,llama3.2:latest,white,first_gen,family_pays,public,23,good,often,female,part_time,abstains,smokes,arts,engineering,reserved,never,articulate,usually,4,4,4,2,4,,5,1,3,3,2,5
52,6ffb7ee7-2d6e-4b7e-aef6-5cb4210b86e6,llama3.2:latest,asian,non_first_gen,loans,public,16,low,rarely,male,unemployed,abstains,vapes,sports,science,reserved,often,excellent,usually,2,4,4,4,4,2,5,3,3,3,1,2
53,c7f73327-fb89-4049-9a7a-002d1e234c97,llama3.2:latest,white,first_gen,loans,private,16,low,often,female,full_time,drinks,vapes,sports,math,reserved,never,empty,usually,1,,,,1,,,4,,,5,
54,0a4f93ba-20b1-490d-819f-fc2599ca0515,llama3.2:latest,asian,first_gen,pell_eligible,public,19,low,never,female,part_time,drinks,neither,music,science,reserved,often,struggles,always,2,4,2,3,2,4,4,4,2,4,4,4
55,5108da57-39cf-43ba-aa01-5227cd811d49,llama3.2:latest,white,non_first_gen,pell_eligible,private,19,great,sometimes,female,part_time,abstains,smokes,sports,science,social,never,struggles,usually,4,2,3,2,3,3,4,2,4,,,3
56,0973621c-fb5c-4464-b118-b122a194406b,llama3.2:latest,black,non_first_gen,pell_eligible,public,16,good,often,female,unemployed,drinks,vapes,sports,arts,social,often,excellent,always,2,3,,1,4,5,2,,2,,,
57,265330a4-040b-4da8-bf61-0bb4403bdbda,llama3.2:latest,asian,first_gen,family_pays,private,22,modest,rarely,female,full_time,abstains,neither,music,business,social,often,apprehensive,usually,2,4,4,3,4,3,4,3,3,3,2,4
58,95cebc2c-1faf-4cfb-a707-c4b516ed3ada,llama3.2:latest,asian,first_gen,family_pays,public,16,good,rarely,female,unemployed,drinks,neither,games,math,reserved,often,apprehensive,usually,4,4,5,3,5,3,4,3,3,2,1,5
59,ca7cbb5c-7ad8-4e44-9a05-b664d219464f,llama3.2:latest,asian,first_gen,family_pays,public,16,great,never,male,part_time,abstains,neither,sports,science,social,never,apprehensive,always,2,4,3,4,2,3,5,4,4,4,3,5
60,89426148-a6e3-42f7-a5db-200135b26274,llama3.2:latest,white,first_gen,pell_eligible,public,21,low,rarely,female,part_time,abstains,vapes,games,arts,reserved,often,struggles,always,3,4,2,3,4,4,2,2,3,4,3,3
61,924f79e1-8cae-40a7-a268-d6bd51fab83d,llama3.2:latest,asian,first_gen,loans,public,17,low,never,male,full_time,abstains,smokes,music,math,reserved,never,articulate,usually,2,4,4,2,3,4,5,1,2,3,1,3
62,1d751cc3-2bdc-425c-a6d9-bd2cd00227da,llama3.2:latest,white,first_gen,family_pays,private,20,low,never,female,full_time,abstains,neither,music,math,reserved,often,empty,usually,3,4,5,3,4,3,4,2,2,3,1,3
63,dc6e6ccc-922b-4078-8213-f2a8e91d3e6b,llama3.2:latest,white,non_first_gen,loans,private,17,modest,sometimes,male,unemployed,drinks,neither,music,arts,social,often,empty,usually,,2,4,2,1,2,4,1,4,,2,4
64,a32f5b79-1963-47cf-a1c4-e0ec8d40bc7d,llama3.2:latest,white,first_gen,family_pays,public,16,low,often,female,part_time,abstains,vapes,arts,math,reserved,often,empty,always,2,2,4,4,5,,5,,,,,
65,47010060-c8fa-4d34-b93c-4a015bc32a09,llama3.2:latest,multiracial,non_first_gen,pell_eligible,private,19,good,rarely,male,full_time,drinks,neither,arts,business,social,never,struggles,always,2,2,3,1,2,1,2,4,3,3,1,3
66,ff9127ad-4e84-4e5a-8b8c-5ad59fe32b81,llama3.2:latest,black,non_first_gen,pell_eligible,public,23,modest,never,male,part_time,drinks,vapes,other,science,social,often,articulate,usually,2,3,3,1,4,3,3,2,5,3,2,2
67,cdb3f3b8-9511-4528-8b33-1376b4737570,llama3.2:latest,multiracial,non_first_gen,family_pays,private,20,good,often,female,unemployed,drinks,smokes,games,math,social,often,empty,usually,2,,4,,4,2,4,2,4,3,,
68,57e12d81-3450-4a70-82df-1248b7d5028e,llama3.2:latest,multiracial,first_gen,pell_eligible,private,20,modest,often,male,full_time,abstains,vapes,music,business,reserved,never,empty,usually,3,3,3,3,2,3,5,4,3,3,3,4
69,89dd53a4-2d0d-403a-bc7b-7e4887d52cf6,llama3.2:latest,multiracial,first_gen,family_pays,private,23,good,sometimes,male,full_time,abstains,smokes,games,science,social,often,struggles,usually,2,4,5,2,4,3,5,3,3,4,1,4
70,34cf603d-3f1c-4eee-9333-2112987d8b55,llama3.2:latest,multiracial,non_first_gen,family_pays,private,19,great,sometimes,female,unemployed,drinks,smokes,music,business,reserved,often,empty,usually,3,4,3,2,5,4,4,1,3,3,,5
71,414e9afa-5eee-4d32-ba8f-adeb5e9f21e4,llama3.2:latest,white,first_gen,loans,public,23,modest,sometimes,male,part_time,drinks,smokes,arts,math,reserved,often,excellent,usually,3,,3,3,,,4,4,4,2,1,4
72,e5c37925-9f70-47fa-b622-191bec72afdd,llama3.2:latest,white,first_gen,loans,private,21,good,rarely,male,unemployed,drinks,neither,sports,arts,social,never,empty,always,2,1,3,3,3,1,3,1,2,3,2,3
73,9cd4a376-ac0c-48e7-a8d9-1a3772612a7b,llama3.2:latest,multiracial,non_first_gen,family_pays,public,16,good,sometimes,female,part_time,abstains,vapes,sports,engineering,reserved,never,empty,always,2,4,2,4,3,4,3,2,2,3,1,3
74,d91ce2d8-73cd-4724-ac85-908bd5495dd0,llama3.2:latest,white,non_first_gen,loans,public,23,good,sometimes,female,unemployed,drinks,smokes,other,science,reserved,often,struggles,usually,,,4,,,,,,4,2,,
75,fc308e71-6ca6-43b1-824d-66e19b369ddf,llama3.2:latest,multiracial,non_first_gen,pell_eligible,private,21,good,often,female,full_time,drinks,vapes,games,arts,reserved,often,empty,always,2,4,2,4,5,4,5,3,2,4,4,4
76,af348c79-abca-4ada-9353-9453eeb80573,llama3.2:latest,multiracial,non_first_gen,family_pays,public,17,good,rarely,female,unemployed,drinks,vapes,games,business,social,never,articulate,always,2,2,3,2,3,1,2,1,2,3,2,2
77,3bc3eadb-7484-4054-9625-29d12be20c23,llama3.2:latest,multiracial,first_gen,family_pays,private,23,low,often,male,part_time,abstains,vapes,games,engineering,social,often,struggles,always,2,4,3,2,4,4,5,4,4,2,3,2
78,cdcbc98e-73a7-4039-898c-79c0360b8ff1,llama3.2:latest,asian,non_first_gen,pell_eligible,public,16,modest,often,female,full_time,abstains,neither,sports,science,social,never,empty,always,4,3,2,4,5,4,4,4,5,4,1,2
79,eb10a625-30aa-4d5b-8bea-967b79ca9667,llama3.2:latest,white,non_first_gen,pell_eligible,private,17,low,never,female,part_time,abstains,smokes,sports,engineering,reserved,often,apprehensive,usually,2,4,2,,4,3,5,4,4,2,1,2
80,a3d0a99a-4fb6-44d8-a374-f33671c1b9f3,llama3.2:latest,asian,first_gen,loans,private,22,low,rarely,male,full_time,drinks,neither,arts,engineering,social,often,articulate,always,2,4,2,2,2,4,3,3,4,3,2,3
81,49b3acde-4eda-42df-afc8-4bfdfaee306d,llama3.2:latest,multiracial,first_gen,loans,private,23,low,never,male,part_time,abstains,vapes,other,math,reserved,often,excellent,always,3,4,2,4,3,4,3,3,3,2,1,3
82,77830be3-d25c-4d3a-9871-486095027ad3,llama3.2:latest,white,non_first_gen,loans,public,18,modest,rarely,male,unemployed,drinks,vapes,arts,science,reserved,never,excellent,usually,2,2,2,2,,2,4,,,2,2,2
83,636babe7-a6df-462a-8579-68fb6db3ebca,llama3.2:latest,multiracial,non_first_gen,loans,private,16,good,rarely,male,unemployed,drinks,vapes,other,business,reserved,often,articulate,always,2,4,2,2,5,2,3,3,2,3,3,2
84,c9698dab-0b9a-4923-8740-1425386142fd,llama3.2:latest,asian,first_gen,loans,private,17,low,rarely,female,full_time,abstains,neither,other,arts,social,never,excellent,usually,4,1,5,1,3,2,5,3,2,3,1,2
85,5b18216a-5fc7-427d-8dc1-4d412875f9f8,llama3.2:latest,white,non_first_gen,loans,private,18,modest,rarely,male,unemployed,drinks,vapes,other,engineering,social,never,struggles,usually,3,3,5,2,4,2,1,2,4,2,2,
86,ec72ddb4-c1d6-46de-ace2-27453baa23c2,llama3.2:latest,white,non_first_gen,loans,public,18,good,sometimes,male,unemployed,abstains,neither,games,business,social,often,apprehensive,always,2,2,3,3,2,4,5,4,2,4,2,5
87,8949e4f3-5442-40ef-8a95-7cd8d907485b,llama3.2:latest,asian,non_first_gen,loans,public,22,modest,rarely,female,full_time,drinks,neither,games,engineering,reserved,often,empty,usually,2,4,3,2,5,4,5,4,4,4,3,4
88,98fe7fd9-3228-4c8b-8a53-c37e774fd563,llama3.2:latest,asian,non_first_gen,loans,private,23,low,sometimes,male,full_time,drinks,vapes,games,arts,reserved,often,empty,always,3,4,4,,4,4,3,4,2,2,4,3
89,1efc99d0-f131-4dc6-b7e4-bb6613ff2099,llama3.2:latest,white,non_first_gen,loans,private,22,modest,often,female,unemployed,drinks,vapes,sports,engineering,reserved,often,articulate,always,2,4,3,4,4,4,3,2,4,4,1,2
90,51cd297f-8e62-4f60-8e3d-34983c369161,llama3.2:latest,asian,first_gen,family_pays,public,16,modest,rarely,male,part_time,drinks,vapes,other,arts,social,never,excellent,always,2,2,3,3,3,3,3,1,2,4,1,2
91,8a268098-e13f-4003-9269-d51cf04b90b5,llama3.2:latest,asian,first_gen,family_pays,private,17,modest,never,male,part_time,drinks,neither,arts,math,social,never,articulate,always,2,2,5,2,4,2,4,2,2,3,1,2
92,f60c3c16-ed80-47ad-a7de-1308e10aa6b9,llama3.2:latest,white,first_gen,family_pays,private,19,modest,never,male,unemployed,drinks,neither,games,arts,social,never,excellent,always,2,1,2,2,4,1,3,3,3,3,1,2
93,468a1e49-3a9a-4c83-b019-3029e5f0b610,llama3.2:latest,multiracial,non_first_gen,family_pays,public,17,low,sometimes,female,part_time,drinks,smokes,sports,engineering,reserved,never,struggles,usually,4,3,3,3,5,4,,2,2,3,2,4
94,59931849-4d2e-470f-a506-b73bffeacd51,llama3.2:latest,multiracial,first_gen,pell_eligible,public,21,good,rarely,male,part_time,abstains,vapes,other,math,reserved,never,struggles,always,3,3,2,2,2,3,5,1,2,4,2,3
95,6a1e27ed-66e4-4ead-ac37-836ca99ef599,llama3.2:latest,black,first_gen,loans,public,23,modest,sometimes,male,part_time,abstains,vapes,games,arts,reserved,never,apprehensive,usually,2,4,5,2,4,3,5,4,3,3,2,3
96,63677af3-add6-46fa-b8a9-6bc90d03334a,llama3.2:latest,black,first_gen,family_pays,private,20,modest,often,male,full_time,drinks,smokes,other,business,social,never,excellent,usually,,2,5,2,4,1,,2,3,2,,4
97,40c8df52-67c7-4dc5-9e41-6ceff276cdea,llama3.2:latest,asian,first_gen,pell_eligible,private,19,good,often,male,part_time,abstains,neither,music,science,reserved,often,empty,usually,2,4,3,2,4,3,3,4,2,1,4,4
98,41ff5ebb-4709-4521-b1c5-8c5821c644c2,llama3.2:latest,asian,non_first_gen,family_pays,public,19,good,rarely,male,unemployed,abstains,vapes,games,arts,social,often,articulate,always,2,3,2,2,3,2,4,3,3,4,2,2
99,f90d2d48-2c9b-408c-a8df-f8352acc38db,llama3.2:latest,asian,non_first_gen,loans,private,23,great,sometimes,male,full_time,abstains,smokes,arts,engineering,social,never,excellent,always,3,1,4,1,2,4,3,1,3,3,1,4
