Unnamed: 0,resid,model,race,first_gen,financial_status,high_school,age,grades,trouble,gender,job_status,alcohol,smoking,hobbies,major,sociability,homesickness,communication,honesty,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12
10,79982f41-7d24-4b6e-bd8a-553f547b9e91,tinyllama:1.1b,multiracial,non_first_gen,family_pays,public,22,great,often,male,full_time,drinks,smokes,other,business,reserved,never,articulate,usually,3,3,3,3,4,3,3,1,3,3,4,3
11,8fc0221c-790b-4e22-95da-ca27fe531ff2,tinyllama:1.1b,white,first_gen,pell_eligible,public,16,modest,never,male,unemployed,drinks,neither,music,science,social,never,struggles,usually,3,4,3,1,5,4,4,3,3,3,1,3
12,41f33d0c-694d-4a4d-8a6b-b2c76eeb1be5,tinyllama:1.1b,multiracial,first_gen,pell_eligible,public,23,great,rarely,female,part_time,drinks,neither,games,engineering,social,never,articulate,always,3,1,2,5,4,3,5,3,3,3,3,3
13,3be469be-6229-40fa-9f57-8472cc242a2c,tinyllama:1.1b,white,non_first_gen,family_pays,private,23,great,rarely,female,unemployed,abstains,neither,arts,business,social,often,empty,always,3,3,3,3,3,3,3,3,2,3,3,3
14,6f780481-a338-4b05-a75c-d953b73b2a94,tinyllama:1.1b,asian,first_gen,family_pays,public,23,great,never,male,unemployed,drinks,neither,music,business,reserved,never,excellent,always,3,1,3,1,3,3,4,3,3,3,3,3
15,acd06cb9-0540-48fd-96b6-a909438f01e9,tinyllama:1.1b,black,first_gen,family_pays,public,19,great,rarely,female,part_time,abstains,smokes,sports,math,reserved,often,articulate,always,,5,,3,2,3,3,3,3,1,3,2
16,4ad28435-fb25-4ea6-9b67-e8d1e970a831,tinyllama:1.1b,white,first_gen,loans,private,22,low,often,male,unemployed,drinks,smokes,music,arts,reserved,never,struggles,usually,3,3,3,3,3,3,3,3,3,3,3,3
17,d9b180b2-426d-4fd0-8106-2d3cc6f050ba,tinyllama:1.1b,black,non_first_gen,pell_eligible,private,19,low,rarely,female,unemployed,abstains,smokes,arts,arts,reserved,never,struggles,usually,5,2,3,3,3,3,3,3,5,3,3,3
18,69a83bf0-152d-4f40-96c5-dc032e50939c,tinyllama:1.1b,black,non_first_gen,pell_eligible,private,16,great,sometimes,male,unemployed,drinks,vapes,music,engineering,social,never,struggles,usually,3,3,3,3,3,3,1,1,3,2,3,3
19,080ae78f-ca3a-409c-b6d6-ca134d6fa9a5,tinyllama:1.1b,asian,non_first_gen,loans,private,21,low,often,male,unemployed,abstains,vapes,sports,business,reserved,often,articulate,always,3,3,3,3,3,3,3,2,3,5,3,3
20,9886b2a8-06a8-453d-ad90-d7a403974b72,tinyllama:1.1b,white,first_gen,family_pays,private,20,good,rarely,female,full_time,abstains,smokes,music,engineering,reserved,often,struggles,always,3,3,3,3,2,2,3,3,3,3,3,3
21,67b4c198-6df5-4014-b4c2-798bb2d88c4a,tinyllama:1.1b,black,first_gen,pell_eligible,public,16,low,sometimes,female,unemployed,abstains,neither,other,science,social,often,excellent,always,3,4,3,3,,1,3,3,3,3,1,3
22,55601e97-1c7a-485f-9edb-32318cc13846,tinyllama:1.1b,asian,first_gen,loans,public,22,good,often,female,unemployed,abstains,neither,other,science,reserved,never,apprehensive,always,3,3,4,3,,3,4,3,5,3,3,3
23,c8b1452f-320c-4c8a-a992-bb0348f86b4c,tinyllama:1.1b,white,first_gen,loans,private,21,great,rarely,female,full_time,drinks,vapes,games,math,reserved,never,empty,always,3,3,3,3,3,3,3,3,2,3,3,3
24,78b6cab3-4f03-4728-85e5-18a5ff728e3e,tinyllama:1.1b,black,non_first_gen,pell_eligible,private,22,low,never,female,full_time,abstains,neither,games,business,reserved,often,empty,always,3,3,3,3,3,3,5,5,3,3,3,3
25,d17d6b57-6750-4c65-9aa9-fbc6acbbbe38,tinyllama:1.1b,multiracial,first_gen,family_pays,public,21,modest,often,female,full_time,abstains,vapes,other,math,social,often,struggles,always,3,3,3,3,3,3,1,3,3,3,3,3
26,9c6d5be3-4a77-4662-a632-b9545121c5f4,tinyllama:1.1b,multiracial,non_first_gen,loans,private,18,modest,never,male,part_time,abstains,neither,games,science,reserved,often,excellent,always,3,2,3,3,3,5,3,4,3,3,3,3
27,8b7ffd07-d0cf-4ca8-8fad-ead4b3496ece,tinyllama:1.1b,asian,first_gen,family_pays,public,18,great,never,male,full_time,abstains,smokes,sports,math,reserved,often,struggles,always,4,3,5,3,3,1,3,4,3,3,2,3
28,dbe25a91-a35d-4081-bcdc-c5c47fd6ab5d,tinyllama:1.1b,multiracial,non_first_gen,loans,private,22,good,rarely,female,part_time,drinks,smokes,music,engineering,social,never,apprehensive,always,3,5,5,3,3,2,,3,3,3,4,3
29,4a750a52-3659-4dae-a047-2f8dc7f21c03,tinyllama:1.1b,multiracial,non_first_gen,loans,private,19,great,rarely,male,unemployed,drinks,smokes,other,math,social,often,apprehensive,usually,3,5,3,3,3,3,3,3,3,3,3,3
30,619f6a18-eb95-4489-940c-dfcac3c4b00e,tinyllama:1.1b,multiracial,first_gen,pell_eligible,private,23,modest,never,male,unemployed,drinks,neither,sports,engineering,reserved,never,excellent,usually,3,3,3,4,3,3,,3,3,3,1,3
31,cd37582f-bade-47cc-95e3-e755ca9a8cd2,tinyllama:1.1b,asian,non_first_gen,loans,public,17,great,rarely,male,unemployed,drinks,vapes,other,math,reserved,often,struggles,usually,3,3,3,4,3,3,3,4,3,3,3,3
32,c5a2d647-65e0-4829-b94a-e1c32413faef,tinyllama:1.1b,asian,first_gen,family_pays,private,18,modest,sometimes,male,unemployed,abstains,smokes,other,math,reserved,never,excellent,usually,3,3,3,,5,3,3,3,3,3,1,3
33,2ea31145-eb5f-4ae2-80a0-aa3a6e11036e,tinyllama:1.1b,multiracial,first_gen,family_pays,public,22,great,rarely,male,part_time,abstains,smokes,arts,math,social,often,excellent,usually,4,3,3,4,5,3,3,3,3,3,3,3
34,0f222c63-06a8-47ff-ad93-8f038f58a324,tinyllama:1.1b,black,non_first_gen,family_pays,private,23,good,sometimes,female,unemployed,abstains,neither,music,engineering,social,never,excellent,usually,3,3,3,1,5,1,3,3,3,3,1,4
35,acc10068-db38-421b-ab2e-89aa43470c6c,tinyllama:1.1b,multiracial,first_gen,pell_eligible,private,17,low,sometimes,male,part_time,abstains,vapes,arts,arts,reserved,often,apprehensive,always,3,3,,3,3,3,3,3,3,3,1,3
36,8eb7d3b3-e233-4d54-a89e-3a46a7917062,tinyllama:1.1b,multiracial,first_gen,loans,public,20,good,rarely,female,full_time,abstains,neither,arts,math,social,never,struggles,always,3,3,3,3,1,3,3,3,3,5,3,3
37,07d1fa64-12a3-4456-a5c8-e0b5fd07ae00,tinyllama:1.1b,white,non_first_gen,loans,public,23,great,rarely,male,full_time,drinks,neither,other,business,social,never,empty,always,3,,3,1,3,3,3,3,2,3,1,
38,0d71d653-4d8d-45f5-9cd4-3630816f7549,tinyllama:1.1b,black,non_first_gen,loans,private,18,great,often,female,unemployed,drinks,vapes,games,math,social,often,apprehensive,always,3,1,3,3,3,3,3,1,3,3,3,3
39,d4ec7ace-701a-4418-8580-f52eac24ff2c,tinyllama:1.1b,multiracial,non_first_gen,loans,private,20,good,often,male,full_time,abstains,neither,sports,business,reserved,never,excellent,usually,5,2,3,3,3,3,3,3,3,3,3,3
40,9ec3dbc2-7fda-40b0-bd13-428b1f83eb91,tinyllama:1.1b,white,first_gen,loans,public,21,great,often,male,part_time,abstains,neither,arts,business,reserved,never,apprehensive,usually,3,3,3,2,3,1,3,3,3,3,3,3
41,889c6c10-37af-4105-b5fe-fd0d539129d4,tinyllama:1.1b,black,first_gen,family_pays,public,16,great,never,male,part_time,drinks,smokes,sports,business,reserved,often,excellent,usually,3,3,3,1,3,4,3,1,3,5,1,3
42,2dd327ab-c9a7-4fa5-ae95-e9118c249b65,tinyllama:1.1b,multiracial,non_first_gen,family_pays,public,18,modest,sometimes,male,part_time,abstains,vapes,sports,math,social,never,apprehensive,usually,1,3,2,3,3,3,,2,5,4,,2
43,a2d536ab-4dc9-4014-ad0a-d9e690f333de,tinyllama:1.1b,black,first_gen,pell_eligible,private,21,great,rarely,male,full_time,drinks,neither,arts,business,social,often,struggles,always,3,,3,3,3,3,3,5,3,3,3,4
44,3ceee6fb-d850-4a63-a232-4ac4eaab8be4,tinyllama:1.1b,asian,first_gen,loans,public,23,great,rarely,male,full_time,drinks,vapes,sports,science,reserved,never,excellent,always,3,3,3,3,3,,3,3,3,2,3,3
45,af0fa084-25bf-4534-bb71-62eeba4fdfa6,tinyllama:1.1b,black,first_gen,loans,public,17,good,never,male,unemployed,drinks,vapes,music,science,reserved,never,apprehensive,usually,5,3,5,3,5,3,3,3,1,3,3,3
46,9d29cb7d-0b0e-43b2-9eb8-518e7062cbe7,tinyllama:1.1b,white,first_gen,family_pays,public,22,low,rarely,male,unemployed,drinks,neither,sports,business,reserved,often,apprehensive,usually,3,,3,3,3,1,3,3,3,3,2,3
47,fcf109dc-b8f7-4ba7-bb5e-b1b55e3b83a1,tinyllama:1.1b,multiracial,non_first_gen,loans,public,19,low,sometimes,male,full_time,abstains,smokes,arts,business,reserved,never,excellent,usually,3,5,1,3,5,,5,3,5,3,1,3
48,053f7c45-ad2e-43b6-b00b-b85b497d8cf9,tinyllama:1.1b,multiracial,non_first_gen,loans,private,18,good,rarely,female,part_time,drinks,neither,music,engineering,social,never,articulate,always,1,3,,5,3,4,3,5,,3,2,3
49,a4f1f342-1d73-48b0-afcd-0ac1880333bb,tinyllama:1.1b,asian,first_gen,loans,private,21,low,rarely,female,unemployed,abstains,smokes,other,business,social,never,excellent,usually,3,3,3,1,2,3,3,1,3,3,3,3
50,53d705c3-aa59-4b46-9ea9-fd33ea3250d1,tinyllama:1.1b,white,non_first_gen,pell_eligible,private,17,good,sometimes,female,full_time,abstains,neither,other,arts,social,never,articulate,usually,5,1,3,4,2,3,4,5,3,3,3,2
51,c10e29e5-72cc-4153-aa69-b5ff1640063d,tinyllama:1.1b,multiracial,non_first_gen,loans,public,18,low,never,male,part_time,abstains,smokes,other,engineering,social,never,excellent,always,3,1,3,3,3,3,3,3,3,3,3,3
52,d854d85a-9bf4-415a-b6e1-c435ff6e86bc,tinyllama:1.1b,asian,non_first_gen,family_pays,private,20,modest,never,male,full_time,abstains,neither,music,engineering,social,never,struggles,always,3,3,3,5,3,3,,3,5,3,3,3
53,a5bcf5fc-618c-419e-b45b-93e3c1f0dcca,tinyllama:1.1b,multiracial,non_first_gen,family_pays,private,17,low,sometimes,female,full_time,abstains,neither,arts,arts,social,never,excellent,always,2,3,5,3,3,3,3,3,3,4,4,3
54,2a71707b-0f55-441b-bcb8-60695e58a88e,tinyllama:1.1b,multiracial,non_first_gen,loans,public,23,good,rarely,female,part_time,drinks,vapes,other,science,social,never,apprehensive,usually,3,,3,3,3,,3,3,3,2,3,3
55,917dabad-f893-45d6-8b16-1170c43891c1,tinyllama:1.1b,asian,first_gen,pell_eligible,public,17,good,never,male,part_time,abstains,neither,other,business,social,never,articulate,usually,3,3,3,3,3,3,,3,3,3,3,3
56,7bc1fad4-568a-4c2b-a757-076afeb11f18,tinyllama:1.1b,asian,first_gen,family_pays,private,22,great,sometimes,male,part_time,abstains,smokes,games,business,reserved,often,articulate,always,3,3,3,,3,5,1,3,5,3,1,3
57,d6bda96d-d5f5-451c-907e-be1a3872b60b,tinyllama:1.1b,asian,first_gen,family_pays,private,21,great,often,female,full_time,drinks,neither,arts,math,reserved,never,excellent,usually,5,3,3,3,3,3,3,4,3,3,3,5
58,cd793698-d3f9-4d5c-a7f5-f738a2bd267c,tinyllama:1.1b,asian,first_gen,loans,private,20,low,sometimes,male,unemployed,abstains,neither,sports,math,social,never,apprehensive,usually,3,3,5,3,3,3,1,3,2,3,3,3
59,b8178b98-ae57-444b-b7fc-c5c841244997,tinyllama:1.1b,multiracial,non_first_gen,family_pays,public,21,great,sometimes,male,unemployed,abstains,neither,other,math,social,often,apprehensive,usually,3,1,3,3,3,3,5,5,3,3,3,3
60,00de14c3-201c-4131-b267-9172960a3146,tinyllama:1.1b,black,first_gen,pell_eligible,public,21,low,sometimes,female,full_time,drinks,smokes,arts,math,social,often,articulate,always,3,3,3,3,4,3,1,3,3,3,3,3
61,9cdd4bd0-de72-41b9-910a-e4f25a1eb6c5,tinyllama:1.1b,black,first_gen,loans,private,20,modest,rarely,female,full_time,drinks,smokes,arts,science,social,never,excellent,usually,3,3,3,3,3,3,3,2,3,3,3,3
62,ef3cb197-3989-4fe6-8dee-d5a60b8a5419,tinyllama:1.1b,asian,first_gen,family_pays,private,19,modest,never,male,part_time,abstains,vapes,games,math,social,often,empty,usually,3,3,3,3,3,3,3,1,3,3,3,3
63,41868695-0a0c-435e-b8ea-05c2b4046595,tinyllama:1.1b,multiracial,first_gen,pell_eligible,public,19,modest,sometimes,female,unemployed,abstains,vapes,other,math,reserved,often,articulate,always,,3,2,1,3,3,3,2,3,1,3,3
64,463e76ea-3a65-4910-94b8-5d0d2de96878,tinyllama:1.1b,white,non_first_gen,loans,private,19,modest,often,female,part_time,drinks,smokes,arts,science,reserved,often,empty,always,3,,3,4,3,3,3,3,4,,3,3
65,a1e9b4ab-b700-4b39-b6b3-44f754d123aa,tinyllama:1.1b,white,non_first_gen,family_pays,private,17,low,rarely,male,part_time,drinks,neither,arts,math,reserved,often,apprehensive,always,3,4,3,3,3,3,3,5,3,3,1,1
66,72b24f88-5bbd-401d-8aad-6c758bda6b37,tinyllama:1.1b,multiracial,first_gen,loans,public,20,modest,rarely,female,part_time,abstains,vapes,sports,arts,social,often,empty,always,3,3,3,3,3,3,3,3,3,3,1,
67,04dc77e4-37e7-4ee2-99be-9e15aae90c93,tinyllama:1.1b,black,non_first_gen,family_pays,public,20,great,rarely,female,full_time,abstains,smokes,music,arts,reserved,often,empty,usually,3,3,3,3,5,3,,3,3,3,3,3
68,390c2421-c03d-4e6c-b0c8-3c70c03ed7b9,tinyllama:1.1b,asian,first_gen,pell_eligible,public,16,great,sometimes,female,unemployed,drinks,vapes,music,engineering,social,often,articulate,usually,4,3,5,3,2,,3,3,5,,3,1
69,c82aa73b-8e41-4906-a02c-e86c51fede24,tinyllama:1.1b,multiracial,first_gen,pell_eligible,private,16,good,sometimes,male,unemployed,abstains,vapes,sports,engineering,reserved,never,excellent,always,4,3,3,1,3,3,4,3,2,3,3,3
70,bf422f7a-6b90-44e8-a69b-a04695918846,tinyllama:1.1b,black,non_first_gen,family_pays,public,22,great,never,female,full_time,drinks,neither,other,business,reserved,never,empty,always,3,2,3,3,,5,3,4,,3,3,3
71,857b752b-55af-40e6-b766-08b58a0ea959,tinyllama:1.1b,black,first_gen,family_pays,public,21,great,never,male,part_time,abstains,smokes,music,business,social,often,empty,usually,3,3,4,1,4,3,5,3,5,3,3,5
72,462bb606-7427-4f5d-9c4a-623d51a5be75,tinyllama:1.1b,asian,non_first_gen,family_pays,public,17,great,never,male,full_time,abstains,smokes,music,math,social,often,empty,always,3,2,3,3,3,3,3,3,3,3,3,3
73,483976e9-804e-42ac-8de1-475797594375,tinyllama:1.1b,multiracial,non_first_gen,pell_eligible,private,16,good,sometimes,female,part_time,drinks,vapes,other,science,social,never,struggles,always,3,,3,4,3,3,4,3,3,3,3,3
74,80900560-9c01-4ca8-b621-7b6a2d0cb10f,tinyllama:1.1b,asian,non_first_gen,pell_eligible,private,23,low,rarely,female,unemployed,drinks,smokes,other,business,reserved,never,articulate,always,1,1,5,3,3,1,5,4,3,3,3,
75,f47eb447-290c-4f4d-8ea2-080bffcc7d4c,tinyllama:1.1b,black,first_gen,pell_eligible,private,23,modest,rarely,male,full_time,drinks,smokes,other,engineering,reserved,often,apprehensive,usually,3,3,3,3,5,3,3,3,5,3,3,4
76,d1221c93-5a09-4b57-8038-2a5b0f679ee3,tinyllama:1.1b,black,non_first_gen,pell_eligible,private,18,modest,often,female,full_time,drinks,vapes,music,engineering,social,often,struggles,usually,3,5,3,3,2,3,3,3,2,3,3,
77,b9cc7055-2509-470a-9ee8-44179dcca997,tinyllama:1.1b,white,first_gen,loans,public,19,low,rarely,female,full_time,abstains,neither,games,arts,reserved,often,excellent,usually,3,3,4,3,3,3,3,3,4,3,3,3
78,4e5e360a-7d31-4524-8095-2e1012f3f2a6,tinyllama:1.1b,black,non_first_gen,family_pays,public,18,modest,sometimes,female,unemployed,drinks,smokes,other,business,social,often,excellent,always,3,2,,5,3,3,3,3,4,3,3,3
79,352ca24e-8b0f-4ece-8b8d-d1dd3b6f6eef,tinyllama:1.1b,black,first_gen,family_pays,private,18,good,sometimes,male,full_time,drinks,smokes,music,science,reserved,often,struggles,usually,3,3,,3,4,3,3,1,3,3,3,3
80,3a2ed114-4ed7-4ce6-9ca9-2446dfdc5827,tinyllama:1.1b,multiracial,non_first_gen,loans,public,23,great,sometimes,male,part_time,abstains,vapes,games,science,reserved,often,excellent,usually,3,3,3,3,,3,4,3,5,3,3,3
81,1cfa3023-b510-44a3-bfab-bf9b927ff13d,tinyllama:1.1b,multiracial,first_gen,pell_eligible,public,17,modest,never,male,full_time,drinks,neither,games,engineering,reserved,often,apprehensive,always,5,3,3,3,3,3,3,3,5,3,2,3
82,8646065e-4730-4a28-ac8d-6d79758b46b3,tinyllama:1.1b,white,non_first_gen,pell_eligible,private,20,low,sometimes,female,part_time,drinks,neither,arts,science,reserved,never,excellent,always,3,,3,3,3,1,3,3,3,3,3,3
83,d13c8858-f3ae-45cb-a1b5-8f73e92ffd8e,tinyllama:1.1b,multiracial,first_gen,pell_eligible,public,23,good,sometimes,female,full_time,drinks,neither,sports,math,reserved,never,excellent,always,3,3,3,3,5,3,5,3,3,3,3,3
84,11d57602-455a-44d5-8549-4bedc941de63,tinyllama:1.1b,white,first_gen,pell_eligible,private,23,low,sometimes,male,unemployed,drinks,neither,sports,science,social,often,empty,always,3,3,3,4,3,3,3,3,3,,3,3
85,7341fd07-1ed8-4749-8941-bbb7803be9e8,tinyllama:1.1b,white,non_first_gen,loans,private,21,good,never,female,part_time,abstains,smokes,games,engineering,social,often,apprehensive,usually,3,3,3,1,3,3,3,3,3,3,3,3
86,ac62e01d-3cb3-4eb1-a6a4-afb1565dad6f,tinyllama:1.1b,white,non_first_gen,family_pays,private,22,low,sometimes,female,unemployed,abstains,smokes,sports,business,reserved,often,apprehensive,always,3,3,1,3,5,3,3,,3,3,3,3
87,b5d5ad4b-22ab-46ef-a9f2-cca7ee3db0e0,tinyllama:1.1b,white,first_gen,family_pays,public,21,low,often,male,unemployed,abstains,smokes,music,arts,social,never,empty,always,3,5,5,3,3,3,5,1,3,3,3,2
88,ad5285c7-90fe-49ec-b5d9-45204d44a291,tinyllama:1.1b,black,non_first_gen,loans,private,23,good,sometimes,female,part_time,abstains,vapes,arts,business,reserved,often,articulate,always,3,3,3,3,4,3,3,1,5,3,3,3
89,923b7e88-fef5-4050-bda5-79a5b3a00108,tinyllama:1.1b,black,non_first_gen,family_pays,private,22,modest,never,male,full_time,abstains,neither,sports,engineering,reserved,never,excellent,always,3,3,5,3,3,1,3,3,3,3,4,1
90,b96399c5-3bb9-4743-b56a-c32fa72d6fb3,tinyllama:1.1b,white,first_gen,family_pays,public,22,good,often,male,full_time,abstains,neither,sports,arts,social,often,struggles,always,3,4,3,3,3,3,3,3,5,3,3,3
91,ef6e8030-9be9-4d8c-86df-6e76a49522b9,tinyllama:1.1b,multiracial,first_gen,pell_eligible,public,18,great,often,female,full_time,drinks,smokes,music,arts,social,often,empty,always,3,3,3,3,3,,3,3,3,3,3,3
92,7850fb64-0c4a-4e6b-8b0d-d38ed00fd17d,tinyllama:1.1b,black,first_gen,pell_eligible,public,16,low,never,male,unemployed,abstains,neither,arts,business,social,never,struggles,always,3,3,3,3,4,1,3,3,5,3,3,5
93,07a5dae9-c847-47af-a170-d58f1ee40813,tinyllama:1.1b,multiracial,first_gen,loans,public,18,modest,sometimes,female,full_time,abstains,smokes,arts,math,reserved,never,struggles,usually,3,4,3,3,3,2,,3,3,,,3
94,45a49c23-e6b7-4374-bf4e-b71983df3b5f,tinyllama:1.1b,asian,first_gen,family_pays,private,19,good,rarely,male,part_time,drinks,smokes,other,science,reserved,often,excellent,always,3,4,3,2,3,3,2,3,3,3,3,3
95,03e024e0-d394-4503-9cd6-da13264aca18,tinyllama:1.1b,multiracial,first_gen,family_pays,public,21,great,often,male,part_time,abstains,smokes,games,business,social,never,articulate,usually,5,3,3,1,5,3,4,3,3,5,3,3
96,c467d32f-e193-445d-94a8-a8916baed401,tinyllama:1.1b,black,first_gen,family_pays,public,20,modest,sometimes,male,full_time,drinks,smokes,sports,business,reserved,often,empty,always,3,3,3,3,3,3,3,5,3,2,3,3
97,33dc8c02-e16d-403d-bc8c-456e8aad637a,tinyllama:1.1b,multiracial,non_first_gen,loans,public,17,good,never,female,part_time,drinks,neither,other,science,social,never,apprehensive,always,3,3,3,3,1,3,3,2,5,3,3,5
98,c79f3e1e-3479-4e63-90dc-ac26f99256f0,tinyllama:1.1b,asian,first_gen,family_pays,private,21,great,never,male,unemployed,abstains,neither,arts,arts,social,never,apprehensive,usually,4,,3,3,3,,3,3,3,3,3,3
99,50254db5-4306-447e-9d82-d11eba48624b,tinyllama:1.1b,multiracial,non_first_gen,loans,private,21,great,often,female,full_time,drinks,vapes,music,science,reserved,never,struggles,usually,3,,3,3,3,3,5,4,3,3,3,3
